M Ifrns (unidentified)	Ifrns (unidentified)	http://vocab.getty.edu/ulan/500295901
M. Ifrns (unidentified)	Ifrns (unidentified)	http://vocab.getty.edu/ulan/500295901
Ifrns (unidentified)	Ifrns (unidentified)	http://vocab.getty.edu/ulan/500295901
Flavia Irvine	Irvine, Flavia	http://vocab.getty.edu/ulan/500098538
M Ittenbach	Ittenbach, Franz	http://vocab.getty.edu/ulan/500059821	http://id.loc.gov/authorities/names/nr91006821
M. Franz Ittenbach	Ittenbach, Franz	http://vocab.getty.edu/ulan/500059821	http://id.loc.gov/authorities/names/nr91006821
M. Ittenbach	Ittenbach, Franz	http://vocab.getty.edu/ulan/500059821	http://id.loc.gov/authorities/names/nr91006821
F. Ittenbach	Ittenbach, Franz	http://vocab.getty.edu/ulan/500059821	http://id.loc.gov/authorities/names/nr91006821
M Franz Ittenbach	Ittenbach, Franz	http://vocab.getty.edu/ulan/500059821	http://id.loc.gov/authorities/names/nr91006821
A. C. Ince	Ince, A. C.	http://vocab.getty.edu/ulan/500017120
A C Ince	Ince, A. C.	http://vocab.getty.edu/ulan/500017120
M Ince	Ince, A. C.	http://vocab.getty.edu/ulan/500017120
M A. C. Ince	Ince, A. C.	http://vocab.getty.edu/ulan/500017120
A. C. Ince	Ince, A. C.	http://vocab.getty.edu/ulan/500017120
Ince	Ince, A. C.	http://vocab.getty.edu/ulan/500017120
M. A. C. Ince	Ince, A. C.	http://vocab.getty.edu/ulan/500017120
M. Ince	Ince, A. C.	http://vocab.getty.edu/ulan/500017120
Heinrich Iselin	Iselin, Heinrich	http://vocab.getty.edu/ulan/500319937
M. Iselin	Iselin, Heinrich	http://vocab.getty.edu/ulan/500319937
M. Heinrich Iselin	Iselin, Heinrich	http://vocab.getty.edu/ulan/500319937
H Iselin	Iselin, Heinrich	http://vocab.getty.edu/ulan/500319937
Iselin	Iselin, Heinrich	http://vocab.getty.edu/ulan/500319937
M Iselin	Iselin, Heinrich	http://vocab.getty.edu/ulan/500319937
H. Iselin	Iselin, Heinrich	http://vocab.getty.edu/ulan/500319937
M Heinrich Iselin	Iselin, Heinrich	http://vocab.getty.edu/ulan/500319937
Yselin, Heinrich	Iselin, Heinrich	http://vocab.getty.edu/ulan/500319937
Kohe Iwata	Iwata, Kohe	http://vocab.getty.edu/ulan/500084772
K Iwata	Iwata, Kohe	http://vocab.getty.edu/ulan/500084772
M Kohe Iwata	Iwata, Kohe	http://vocab.getty.edu/ulan/500084772
M. Kohe Iwata	Iwata, Kohe	http://vocab.getty.edu/ulan/500084772
K. Iwata	Iwata, Kohe	http://vocab.getty.edu/ulan/500084772
M Iwata	Iwata, Kohe	http://vocab.getty.edu/ulan/500084772
Iwata	Iwata, Kohe	http://vocab.getty.edu/ulan/500084772
M. Iwata	Iwata, Kohe	http://vocab.getty.edu/ulan/500084772
Yoshiyasu Ito	Ito, Yoshiyasu	http://vocab.getty.edu/ulan/500034481
M Ito	Ito, Yoshiyasu	http://vocab.getty.edu/ulan/500034481
M. Yoshiyasu Ito	Ito, Yoshiyasu	http://vocab.getty.edu/ulan/500034481
M. Ito	Ito, Yoshiyasu	http://vocab.getty.edu/ulan/500034481
Y Ito	Ito, Yoshiyasu	http://vocab.getty.edu/ulan/500034481
Y. Ito	Ito, Yoshiyasu	http://vocab.getty.edu/ulan/500034481
M Yoshiyasu Ito	Ito, Yoshiyasu	http://vocab.getty.edu/ulan/500034481
Ito	Ito, Yoshiyasu	http://vocab.getty.edu/ulan/500034481
Shoha Ito	Ito, Shoha	http://vocab.getty.edu/ulan/500034480	http://id.loc.gov/authorities/names/nr94026399
S. Ito	Ito, Shoha	http://vocab.getty.edu/ulan/500034480	http://id.loc.gov/authorities/names/nr94026399
Mme. Ito	Ito, Shoha	http://vocab.getty.edu/ulan/500034480	http://id.loc.gov/authorities/names/nr94026399
Mme Ito	Ito, Shoha	http://vocab.getty.edu/ulan/500034480	http://id.loc.gov/authorities/names/nr94026399
Mme Shoha Ito	Ito, Shoha	http://vocab.getty.edu/ulan/500034480	http://id.loc.gov/authorities/names/nr94026399
S Ito	Ito, Shoha	http://vocab.getty.edu/ulan/500034480	http://id.loc.gov/authorities/names/nr94026399
Mme. Shoha Ito	Ito, Shoha	http://vocab.getty.edu/ulan/500034480	http://id.loc.gov/authorities/names/nr94026399
Ito	Ito, Shoha	http://vocab.getty.edu/ulan/500034480	http://id.loc.gov/authorities/names/nr94026399
Tatsuo Iwaoka	Iwaoka, Tatsuo	http://vocab.getty.edu/ulan/500273371
Iwaoka	Iwaoka, Tatsuo	http://vocab.getty.edu/ulan/500273371
T. Iwaoka	Iwaoka, Tatsuo	http://vocab.getty.edu/ulan/500273371
T Iwaoka	Iwaoka, Tatsuo	http://vocab.getty.edu/ulan/500273371
M Iwaoka	Iwaoka, Tatsuo	http://vocab.getty.edu/ulan/500273371
M. Tatsuo Iwaoka	Iwaoka, Tatsuo	http://vocab.getty.edu/ulan/500273371
M Tatsuo Iwaoka	Iwaoka, Tatsuo	http://vocab.getty.edu/ulan/500273371
M. Iwaoka	Iwaoka, Tatsuo	http://vocab.getty.edu/ulan/500273371
Emilie Sophie Margaritha Ith	Ith, Emilie Sophie Margaritha	http://vocab.getty.edu/ulan/500034485	http://id.loc.gov/authorities/names/nr94026398
Mme Emilie Sophie Margaritha Ith	Ith, Emilie Sophie Margaritha	http://vocab.getty.edu/ulan/500034485	http://id.loc.gov/authorities/names/nr94026398
Mme. Ith	Ith, Emilie Sophie Margaritha	http://vocab.getty.edu/ulan/500034485	http://id.loc.gov/authorities/names/nr94026398
Ith	Ith, Emilie Sophie Margaritha	http://vocab.getty.edu/ulan/500034485	http://id.loc.gov/authorities/names/nr94026398
E. S. M. Ith	Ith, Emilie Sophie Margaritha	http://vocab.getty.edu/ulan/500034485	http://id.loc.gov/authorities/names/nr94026398
Mme. Emilie Sophie Margaritha Ith	Ith, Emilie Sophie Margaritha	http://vocab.getty.edu/ulan/500034485	http://id.loc.gov/authorities/names/nr94026398
E S M Ith	Ith, Emilie Sophie Margaritha	http://vocab.getty.edu/ulan/500034485	http://id.loc.gov/authorities/names/nr94026398
Mme Ith	Ith, Emilie Sophie Margaritha	http://vocab.getty.edu/ulan/500034485	http://id.loc.gov/authorities/names/nr94026398
Kazutoshi Ito	Ito, Kazutoshi	http://vocab.getty.edu/ulan/500034484
M Ito	Ito, Kazutoshi	http://vocab.getty.edu/ulan/500034484
M. Ito	Ito, Kazutoshi	http://vocab.getty.edu/ulan/500034484
K. Ito	Ito, Kazutoshi	http://vocab.getty.edu/ulan/500034484
M. Kazutoshi Ito	Ito, Kazutoshi	http://vocab.getty.edu/ulan/500034484
K Ito	Ito, Kazutoshi	http://vocab.getty.edu/ulan/500034484
Ito	Ito, Kazutoshi	http://vocab.getty.edu/ulan/500034484
M Kazutoshi Ito	Ito, Kazutoshi	http://vocab.getty.edu/ulan/500034484
Miyoko Ito	Ito, Miyoko	http://vocab.getty.edu/ulan/500034483	http://id.loc.gov/authorities/names/nr00028988
M Ito	Ito, Miyoko	http://vocab.getty.edu/ulan/500034483	http://id.loc.gov/authorities/names/nr00028988
M. Ito	Ito, Miyoko	http://vocab.getty.edu/ulan/500034483	http://id.loc.gov/authorities/names/nr00028988
M. Miyoko Ito	Ito, Miyoko	http://vocab.getty.edu/ulan/500034483	http://id.loc.gov/authorities/names/nr00028988
M Miyoko Ito	Ito, Miyoko	http://vocab.getty.edu/ulan/500034483	http://id.loc.gov/authorities/names/nr00028988
Ito	Ito, Miyoko	http://vocab.getty.edu/ulan/500034483	http://id.loc.gov/authorities/names/nr00028988
Tetsuo Ito	Ito, Tetsuo	http://vocab.getty.edu/ulan/500034482
M Ito	Ito, Tetsuo	http://vocab.getty.edu/ulan/500034482
M. Ito	Ito, Tetsuo	http://vocab.getty.edu/ulan/500034482
T Ito	Ito, Tetsuo	http://vocab.getty.edu/ulan/500034482
T. Ito	Ito, Tetsuo	http://vocab.getty.edu/ulan/500034482
M. Tetsuo Ito	Ito, Tetsuo	http://vocab.getty.edu/ulan/500034482
M Tetsuo Ito	Ito, Tetsuo	http://vocab.getty.edu/ulan/500034482
Ito	Ito, Tetsuo	http://vocab.getty.edu/ulan/500034482
Taizo Iwashita	Iwashita, Taizo	http://vocab.getty.edu/ulan/500273373
T Iwashita	Iwashita, Taizo	http://vocab.getty.edu/ulan/500273373
M. Iwashita	Iwashita, Taizo	http://vocab.getty.edu/ulan/500273373
Iwashita	Iwashita, Taizo	http://vocab.getty.edu/ulan/500273373
T. Iwashita	Iwashita, Taizo	http://vocab.getty.edu/ulan/500273373
M. Taizo Iwashita	Iwashita, Taizo	http://vocab.getty.edu/ulan/500273373
M Taizo Iwashita	Iwashita, Taizo	http://vocab.getty.edu/ulan/500273373
M Iwashita	Iwashita, Taizo	http://vocab.getty.edu/ulan/500273373
Betty Lewis Isaacs	Isaacs, Betty Lewis	http://vocab.getty.edu/ulan/500034487	http://id.loc.gov/authorities/names/nr94026395
Mme Isaacs	Isaacs, Betty Lewis	http://vocab.getty.edu/ulan/500034487	http://id.loc.gov/authorities/names/nr94026395
B L Isaacs	Isaacs, Betty Lewis	http://vocab.getty.edu/ulan/500034487	http://id.loc.gov/authorities/names/nr94026395
B. L. Isaacs	Isaacs, Betty Lewis	http://vocab.getty.edu/ulan/500034487	http://id.loc.gov/authorities/names/nr94026395
Isaacs	Isaacs, Betty Lewis	http://vocab.getty.edu/ulan/500034487	http://id.loc.gov/authorities/names/nr94026395
Mme Betty Lewis Isaacs	Isaacs, Betty Lewis	http://vocab.getty.edu/ulan/500034487	http://id.loc.gov/authorities/names/nr94026395
Mme. Isaacs	Isaacs, Betty Lewis	http://vocab.getty.edu/ulan/500034487	http://id.loc.gov/authorities/names/nr94026395
Mme. Betty Lewis Isaacs	Isaacs, Betty Lewis	http://vocab.getty.edu/ulan/500034487	http://id.loc.gov/authorities/names/nr94026395
Peter Igel	Igel, Peter	http://vocab.getty.edu/ulan/500099203
Igel	Igel, Peter	http://vocab.getty.edu/ulan/500099203
M. Peter Igel	Igel, Peter	http://vocab.getty.edu/ulan/500099203
P. Igel	Igel, Peter	http://vocab.getty.edu/ulan/500099203
M Peter Igel	Igel, Peter	http://vocab.getty.edu/ulan/500099203
M. Igel	Igel, Peter	http://vocab.getty.edu/ulan/500099203
P Igel	Igel, Peter	http://vocab.getty.edu/ulan/500099203
M Igel	Igel, Peter	http://vocab.getty.edu/ulan/500099203
Patricia Israel	Israel, Patricia	http://vocab.getty.edu/ulan/500034486	http://id.loc.gov/authorities/names/nr94025218
P Israel	Israel, Patricia	http://vocab.getty.edu/ulan/500034486	http://id.loc.gov/authorities/names/nr94025218
Mme. Israel	Israel, Patricia	http://vocab.getty.edu/ulan/500034486	http://id.loc.gov/authorities/names/nr94025218
Mme Patricia Israel	Israel, Patricia	http://vocab.getty.edu/ulan/500034486	http://id.loc.gov/authorities/names/nr94025218
P. Israel	Israel, Patricia	http://vocab.getty.edu/ulan/500034486	http://id.loc.gov/authorities/names/nr94025218
Mme Israel	Israel, Patricia	http://vocab.getty.edu/ulan/500034486	http://id.loc.gov/authorities/names/nr94025218
Mme. Patricia Israel	Israel, Patricia	http://vocab.getty.edu/ulan/500034486	http://id.loc.gov/authorities/names/nr94025218
Israel	Israel, Patricia	http://vocab.getty.edu/ulan/500034486	http://id.loc.gov/authorities/names/nr94025218
Henry Earle Insley	Insley, Henry Earle	http://vocab.getty.edu/ulan/500075820
M. Henry Earle Insley	Insley, Henry Earle	http://vocab.getty.edu/ulan/500075820
H. E. Insley	Insley, Henry Earle	http://vocab.getty.edu/ulan/500075820
M Insley	Insley, Henry Earle	http://vocab.getty.edu/ulan/500075820
M. Insley	Insley, Henry Earle	http://vocab.getty.edu/ulan/500075820
M Henry Earle Insley	Insley, Henry Earle	http://vocab.getty.edu/ulan/500075820
Insley	Insley, Henry Earle	http://vocab.getty.edu/ulan/500075820
H E Insley	Insley, Henry Earle	http://vocab.getty.edu/ulan/500075820
Insley, Henry E.	Insley, Henry Earle	http://vocab.getty.edu/ulan/500075820
Robert Irwin	Irwin, Robert	http://vocab.getty.edu/ulan/500022899	http://id.loc.gov/authorities/names/n50037672
Irwin	Irwin, Robert	http://vocab.getty.edu/ulan/500022899	http://id.loc.gov/authorities/names/n50037672
M Robert Irwin	Irwin, Robert	http://vocab.getty.edu/ulan/500022899	http://id.loc.gov/authorities/names/n50037672
M. Robert Irwin	Irwin, Robert	http://vocab.getty.edu/ulan/500022899	http://id.loc.gov/authorities/names/n50037672
M Irwin	Irwin, Robert	http://vocab.getty.edu/ulan/500022899	http://id.loc.gov/authorities/names/n50037672
M. Irwin	Irwin, Robert	http://vocab.getty.edu/ulan/500022899	http://id.loc.gov/authorities/names/n50037672
R. Irwin	Irwin, Robert	http://vocab.getty.edu/ulan/500022899	http://id.loc.gov/authorities/names/n50037672
R Irwin	Irwin, Robert	http://vocab.getty.edu/ulan/500022899	http://id.loc.gov/authorities/names/n50037672
M. Isefjord Master	Isefjord Master	http://vocab.getty.edu/ulan/500069249
Isefjord Master	Isefjord Master	http://vocab.getty.edu/ulan/500069249
M Isefjord Master	Isefjord Master	http://vocab.getty.edu/ulan/500069249
Stjepan Ivanec	Ivanec, Stjepan	http://vocab.getty.edu/ulan/500147755
M Ivanec	Ivanec, Stjepan	http://vocab.getty.edu/ulan/500147755
M Stjepan Ivanec	Ivanec, Stjepan	http://vocab.getty.edu/ulan/500147755
Ivanec	Ivanec, Stjepan	http://vocab.getty.edu/ulan/500147755
M. Stjepan Ivanec	Ivanec, Stjepan	http://vocab.getty.edu/ulan/500147755
M. Ivanec	Ivanec, Stjepan	http://vocab.getty.edu/ulan/500147755
S. Ivanec	Ivanec, Stjepan	http://vocab.getty.edu/ulan/500147755
S Ivanec	Ivanec, Stjepan	http://vocab.getty.edu/ulan/500147755
Hans Ittmann	Ittmann, Hans	http://vocab.getty.edu/ulan/500147750
Ittmann	Ittmann, Hans	http://vocab.getty.edu/ulan/500147750
H Ittmann	Ittmann, Hans	http://vocab.getty.edu/ulan/500147750
M. Ittmann	Ittmann, Hans	http://vocab.getty.edu/ulan/500147750
H. Ittmann	Ittmann, Hans	http://vocab.getty.edu/ulan/500147750
M Ittmann	Ittmann, Hans	http://vocab.getty.edu/ulan/500147750
M. Hans Ittmann	Ittmann, Hans	http://vocab.getty.edu/ulan/500147750
M Hans Ittmann	Ittmann, Hans	http://vocab.getty.edu/ulan/500147750
Jozef Israëls	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
J Israëls	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
M. Jozef Israëls	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
J. Israëls	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
M. Israëls	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
M Jozef Israëls	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Israëls	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
M Israëls	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Israëls, Josef	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Israêls, Josef	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Israels, Josef	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Israëls, Joseph	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Israels, Joseph	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Israels, Jozef	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Jozef Israels	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Israïls, Jozef	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Yiśra'el's, Yosef	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Yiśraʼel's, Yosef	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
ישראלס, יוסף	Israëls, Jozef	http://vocab.getty.edu/ulan/500012980	http://id.loc.gov/authorities/names/n90685622
Juan de Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
J. Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
De Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
M Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
M. Juan de Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
M Juan de Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
de Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
M de Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
M De Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
M. De Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
J De Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
M. Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
J. De Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
J de Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
J Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
M. de Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
J. de Irazu	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
Iralzu, Juan de	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
Iranzu, Juan de	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
Valderrain Irazu, Juan de	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
Yrazu, Joan de	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
Yrazu, Juan de	Irazu, Juan de	http://vocab.getty.edu/ulan/500038485
Vid Ingelevics	Ingelevics, Vid	http://vocab.getty.edu/ulan/500339897	http://id.loc.gov/authorities/names/nr93043627
M. Ingelevics	Ingelevics, Vid	http://vocab.getty.edu/ulan/500339897	http://id.loc.gov/authorities/names/nr93043627
V. Ingelevics	Ingelevics, Vid	http://vocab.getty.edu/ulan/500339897	http://id.loc.gov/authorities/names/nr93043627
M. Vid Ingelevics	Ingelevics, Vid	http://vocab.getty.edu/ulan/500339897	http://id.loc.gov/authorities/names/nr93043627
M Vid Ingelevics	Ingelevics, Vid	http://vocab.getty.edu/ulan/500339897	http://id.loc.gov/authorities/names/nr93043627
M Ingelevics	Ingelevics, Vid	http://vocab.getty.edu/ulan/500339897	http://id.loc.gov/authorities/names/nr93043627
V Ingelevics	Ingelevics, Vid	http://vocab.getty.edu/ulan/500339897	http://id.loc.gov/authorities/names/nr93043627
Ingelevics	Ingelevics, Vid	http://vocab.getty.edu/ulan/500339897	http://id.loc.gov/authorities/names/nr93043627
Ingelēvičs, Vidvuds	Ingelevics, Vid	http://vocab.getty.edu/ulan/500339897	http://id.loc.gov/authorities/names/nr93043627
Ingomár, Ferenc	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
M Ferenc Ingomar	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
M Ingomar	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
F. Ingomar	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
Ferenc Ingomar	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
F Ingomar	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
M. Ferenc Ingomar	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
M. Ingomar	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
Ingomar	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
Ferenc Ingomár	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
Ingomar, Ignaz Frankel	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
Ingomar, Ignaz-Frankel	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
Ignaz-Frankel Ingomar	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
Frankl, Ignác	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
Frankl, Ignácz	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
Frankel, Ignác	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
Frankel, Ingomar	Ingomar, Ferenc	http://vocab.getty.edu/ulan/500199497
Whit Ingram	Ingram, Whit	http://vocab.getty.edu/ulan/500092170
M Whit Ingram	Ingram, Whit	http://vocab.getty.edu/ulan/500092170
M Ingram	Ingram, Whit	http://vocab.getty.edu/ulan/500092170
W. Ingram	Ingram, Whit	http://vocab.getty.edu/ulan/500092170
W Ingram	Ingram, Whit	http://vocab.getty.edu/ulan/500092170
M. Whit Ingram	Ingram, Whit	http://vocab.getty.edu/ulan/500092170
M. Ingram	Ingram, Whit	http://vocab.getty.edu/ulan/500092170
Ingram	Ingram, Whit	http://vocab.getty.edu/ulan/500092170
Victor Isbrand	Isbrand, Victor	http://vocab.getty.edu/ulan/500096248	http://id.loc.gov/authorities/names/n87908980
Isbrand	Isbrand, Victor	http://vocab.getty.edu/ulan/500096248	http://id.loc.gov/authorities/names/n87908980
V. Isbrand	Isbrand, Victor	http://vocab.getty.edu/ulan/500096248	http://id.loc.gov/authorities/names/n87908980
V Isbrand	Isbrand, Victor	http://vocab.getty.edu/ulan/500096248	http://id.loc.gov/authorities/names/n87908980
M. Isbrand	Isbrand, Victor	http://vocab.getty.edu/ulan/500096248	http://id.loc.gov/authorities/names/n87908980
M. Victor Isbrand	Isbrand, Victor	http://vocab.getty.edu/ulan/500096248	http://id.loc.gov/authorities/names/n87908980
M Victor Isbrand	Isbrand, Victor	http://vocab.getty.edu/ulan/500096248	http://id.loc.gov/authorities/names/n87908980
M Isbrand	Isbrand, Victor	http://vocab.getty.edu/ulan/500096248	http://id.loc.gov/authorities/names/n87908980
Liudmila Ivanova	Ivanova, Liudmila	http://vocab.getty.edu/ulan/500343905	http://id.loc.gov/authorities/names/n2001001446
