Arne Åmland	Åmland, Arne	http://vocab.getty.edu/ulan/500253146
M. Bojan Šarčevič	Šarčevič, Bojan	http://vocab.getty.edu/ulan/500120964	http://id.loc.gov/authorities/names/nb2005011257
M Šarčevič	Šarčevič, Bojan	http://vocab.getty.edu/ulan/500120964	http://id.loc.gov/authorities/names/nb2005011257
M. Šarčevič	Šarčevič, Bojan	http://vocab.getty.edu/ulan/500120964	http://id.loc.gov/authorities/names/nb2005011257
B Šarčevič	Šarčevič, Bojan	http://vocab.getty.edu/ulan/500120964	http://id.loc.gov/authorities/names/nb2005011257
Sarcevic, Bojan	Šarčevič, Bojan	http://vocab.getty.edu/ulan/500120964	http://id.loc.gov/authorities/names/nb2005011257
Sarcević, Bojan	Šarčevič, Bojan	http://vocab.getty.edu/ulan/500120964	http://id.loc.gov/authorities/names/nb2005011257
Nebojša Šoba Šerić	Šerić, Nebojša Šoba	http://vocab.getty.edu/ulan/500120967
N. Š. Šerić	Šerić, Nebojša Šoba	http://vocab.getty.edu/ulan/500120967
Šerić	Šerić, Nebojša Šoba	http://vocab.getty.edu/ulan/500120967
M. Šerić	Šerić, Nebojša Šoba	http://vocab.getty.edu/ulan/500120967
M Nebojša Šoba Šerić	Šerić, Nebojša Šoba	http://vocab.getty.edu/ulan/500120967
N Š Šerić	Šerić, Nebojša Šoba	http://vocab.getty.edu/ulan/500120967
M Šerić	Šerić, Nebojša Šoba	http://vocab.getty.edu/ulan/500120967
M. Nebojša Šoba Šerić	Šerić, Nebojša Šoba	http://vocab.getty.edu/ulan/500120967
Hieronymus Übelbacher Prior of Dürnstein	Übelbacher, Hieronymus	http://vocab.getty.edu/ulan/500327281
M. Hieronymus Übelbacher	Übelbacher, Hieronymus	http://vocab.getty.edu/ulan/500327281
M Hieronymus Übelbacher	Übelbacher, Hieronymus	http://vocab.getty.edu/ulan/500327281
Übelbacher	Übelbacher, Hieronymus	http://vocab.getty.edu/ulan/500327281
H Übelbacher	Übelbacher, Hieronymus	http://vocab.getty.edu/ulan/500327281
Hieronymus Übelbacher	Übelbacher, Hieronymus	http://vocab.getty.edu/ulan/500327281
H. Übelbacher	Übelbacher, Hieronymus	http://vocab.getty.edu/ulan/500327281
M. Übelbacher	Übelbacher, Hieronymus	http://vocab.getty.edu/ulan/500327281
M Übelbacher	Übelbacher, Hieronymus	http://vocab.getty.edu/ulan/500327281
Ueblbacher, Hieronymus, Prior of Dürnstein	Übelbacher, Hieronymus	http://vocab.getty.edu/ulan/500327281
Ėlizaveta Sergeevna Žigalkina	Žigalkina, Ėlizaveta Sergeevna	http://vocab.getty.edu/ulan/500086443
Mme. Žigalkina	Žigalkina, Ėlizaveta Sergeevna	http://vocab.getty.edu/ulan/500086443
Žigalkina	Žigalkina, Ėlizaveta Sergeevna	http://vocab.getty.edu/ulan/500086443
Ė. S. Žigalkina	Žigalkina, Ėlizaveta Sergeevna	http://vocab.getty.edu/ulan/500086443
Mme Žigalkina	Žigalkina, Ėlizaveta Sergeevna	http://vocab.getty.edu/ulan/500086443
Ė S Žigalkina	Žigalkina, Ėlizaveta Sergeevna	http://vocab.getty.edu/ulan/500086443
Mme. Ėlizaveta Sergeevna Žigalkina	Žigalkina, Ėlizaveta Sergeevna	http://vocab.getty.edu/ulan/500086443
Mme Ėlizaveta Sergeevna Žigalkina	Žigalkina, Ėlizaveta Sergeevna	http://vocab.getty.edu/ulan/500086443
Eva Matilda Åström	Åström, Eva Matilda	http://vocab.getty.edu/ulan/500063542
Mme Eva Matilda Åström	Åström, Eva Matilda	http://vocab.getty.edu/ulan/500063542
Mme. Åström	Åström, Eva Matilda	http://vocab.getty.edu/ulan/500063542
E. M. Åström	Åström, Eva Matilda	http://vocab.getty.edu/ulan/500063542
Mme. Eva Matilda Åström	Åström, Eva Matilda	http://vocab.getty.edu/ulan/500063542
Mme Åström	Åström, Eva Matilda	http://vocab.getty.edu/ulan/500063542
E M Åström	Åström, Eva Matilda	http://vocab.getty.edu/ulan/500063542
Åström	Åström, Eva Matilda	http://vocab.getty.edu/ulan/500063542
Milana Žerjavića	Žerjavića, Milana	http://vocab.getty.edu/ulan/500292188
M. Žerjavića	Žerjavića, Milana	http://vocab.getty.edu/ulan/500292188
M Žerjavića	Žerjavića, Milana	http://vocab.getty.edu/ulan/500292188
Žerjavića	Žerjavića, Milana	http://vocab.getty.edu/ulan/500292188
Mme. Milana Žerjavića	Žerjavića, Milana	http://vocab.getty.edu/ulan/500292188
Mme Milana Žerjavića	Žerjavića, Milana	http://vocab.getty.edu/ulan/500292188
Mme. Žerjavića	Žerjavića, Milana	http://vocab.getty.edu/ulan/500292188
Mme Žerjavića	Žerjavića, Milana	http://vocab.getty.edu/ulan/500292188
Zerjavica, Milana	Žerjavića, Milana	http://vocab.getty.edu/ulan/500292188
Bohumil Čížek	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
M Čížek	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
B. Čížek	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
M Bohumil@cs Čížek	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
Bohumil@cs Čížek	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
Čížek	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
M. Čížek	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
B Čížek	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
M. Bohumil@cs Čížek	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
Cizek, Bohumil	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
Bohumil Cizek	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
Čižek, Bohuš	Čížek, Bohumil@cs	http://vocab.getty.edu/ulan/500129214
Imre Ámos	Ámos, Imre	http://vocab.getty.edu/ulan/500022211	http://id.loc.gov/authorities/names/n81149585
M. Ámos	Ámos, Imre	http://vocab.getty.edu/ulan/500022211	http://id.loc.gov/authorities/names/n81149585
M. Imre Ámos	Ámos, Imre	http://vocab.getty.edu/ulan/500022211	http://id.loc.gov/authorities/names/n81149585
I Ámos	Ámos, Imre	http://vocab.getty.edu/ulan/500022211	http://id.loc.gov/authorities/names/n81149585
M Imre Ámos	Ámos, Imre	http://vocab.getty.edu/ulan/500022211	http://id.loc.gov/authorities/names/n81149585
M Ámos	Ámos, Imre	http://vocab.getty.edu/ulan/500022211	http://id.loc.gov/authorities/names/n81149585
I. Ámos	Ámos, Imre	http://vocab.getty.edu/ulan/500022211	http://id.loc.gov/authorities/names/n81149585
Ámos	Ámos, Imre	http://vocab.getty.edu/ulan/500022211	http://id.loc.gov/authorities/names/n81149585
Amos, Imre	Ámos, Imre	http://vocab.getty.edu/ulan/500022211	http://id.loc.gov/authorities/names/n81149585
Imre Amos	Ámos, Imre	http://vocab.getty.edu/ulan/500022211	http://id.loc.gov/authorities/names/n81149585
Dagmar Čížková	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
Mme. Dagmar@cs Čížková	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
Dagmar@cs Čížková	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
Mme. Čížková	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
Čížková	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
D. Čížková	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
Mme Dagmar@cs Čížková	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
Mme Čížková	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
D Čížková	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
Cizkova, Dagmar	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
Dagmar Cizkova	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
Čižkova, Dagmar	Čížková, Dagmar@cs	http://vocab.getty.edu/ulan/500129215
Sevil Özsariyildiz	Özsariyildiz, Sevil	http://vocab.getty.edu/ulan/500059380
S Özsariyildiz	Özsariyildiz, Sevil	http://vocab.getty.edu/ulan/500059380
M. Özsariyildiz	Özsariyildiz, Sevil	http://vocab.getty.edu/ulan/500059380
S. Özsariyildiz	Özsariyildiz, Sevil	http://vocab.getty.edu/ulan/500059380
M. Sevil Özsariyildiz	Özsariyildiz, Sevil	http://vocab.getty.edu/ulan/500059380
M Özsariyildiz	Özsariyildiz, Sevil	http://vocab.getty.edu/ulan/500059380
M Sevil Özsariyildiz	Özsariyildiz, Sevil	http://vocab.getty.edu/ulan/500059380
Özsariyildiz	Özsariyildiz, Sevil	http://vocab.getty.edu/ulan/500059380
Jan Čumpelík	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
Čumpelík	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
J Čumpelík	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
J. Čumpelík	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
M. Jan@cs Čumpelík	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
M Čumpelík	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
Jan@cs Čumpelík	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
M. Čumpelík	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
M Jan@cs Čumpelík	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
Cumpelik, Jan	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
Jan Cumpelik	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
Čumpelik, Jan	Čumpelík, Jan@cs	http://vocab.getty.edu/ulan/500129216
Eva Činčerová	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
E Činčerová	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
Eva@cs Činčerová	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
Mme. Eva@cs Činčerová	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
Mme. Činčerová	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
Mme Činčerová	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
E. Činčerová	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
Mme Eva@cs Činčerová	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
Činčerová	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
Cincerova, Eva	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
Eva Cincerova	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
Činčerova, Eva	Činčerová, Eva@cs	http://vocab.getty.edu/ulan/500129213
Tonči Žarnić	Žarnić, Tonči	http://vocab.getty.edu/ulan/500282768
M. Tonči Žarnić	Žarnić, Tonči	http://vocab.getty.edu/ulan/500282768
T Žarnić	Žarnić, Tonči	http://vocab.getty.edu/ulan/500282768
Žarnić	Žarnić, Tonči	http://vocab.getty.edu/ulan/500282768
M Žarnić	Žarnić, Tonči	http://vocab.getty.edu/ulan/500282768
T. Žarnić	Žarnić, Tonči	http://vocab.getty.edu/ulan/500282768
M. Žarnić	Žarnić, Tonči	http://vocab.getty.edu/ulan/500282768
M Tonči Žarnić	Žarnić, Tonči	http://vocab.getty.edu/ulan/500282768
Zarnic, Tonci	Žarnić, Tonči	http://vocab.getty.edu/ulan/500282768
Avgust Černigoj	Černigoj, Avgust	http://vocab.getty.edu/ulan/500241765	http://id.loc.gov/authorities/names/n83032196
M Avgust Černigoj	Černigoj, Avgust	http://vocab.getty.edu/ulan/500241765	http://id.loc.gov/authorities/names/n83032196
M. Černigoj	Černigoj, Avgust	http://vocab.getty.edu/ulan/500241765	http://id.loc.gov/authorities/names/n83032196
M. Avgust Černigoj	Černigoj, Avgust	http://vocab.getty.edu/ulan/500241765	http://id.loc.gov/authorities/names/n83032196
A. Černigoj	Černigoj, Avgust	http://vocab.getty.edu/ulan/500241765	http://id.loc.gov/authorities/names/n83032196
M Černigoj	Černigoj, Avgust	http://vocab.getty.edu/ulan/500241765	http://id.loc.gov/authorities/names/n83032196
Černigoj	Černigoj, Avgust	http://vocab.getty.edu/ulan/500241765	http://id.loc.gov/authorities/names/n83032196
A Černigoj	Černigoj, Avgust	http://vocab.getty.edu/ulan/500241765	http://id.loc.gov/authorities/names/n83032196
Černigoj, Augusto	Černigoj, Avgust	http://vocab.getty.edu/ulan/500241765	http://id.loc.gov/authorities/names/n83032196
Leonhard Österle	Österle, Leonhard	http://vocab.getty.edu/ulan/500048719
L Österle	Österle, Leonhard	http://vocab.getty.edu/ulan/500048719
M Leonhard Österle	Österle, Leonhard	http://vocab.getty.edu/ulan/500048719
L. Österle	Österle, Leonhard	http://vocab.getty.edu/ulan/500048719
Österle	Österle, Leonhard	http://vocab.getty.edu/ulan/500048719
M Österle	Österle, Leonhard	http://vocab.getty.edu/ulan/500048719
M. Leonhard Österle	Österle, Leonhard	http://vocab.getty.edu/ulan/500048719
M. Österle	Österle, Leonhard	http://vocab.getty.edu/ulan/500048719
Oesterle, Leonhard	Österle, Leonhard	http://vocab.getty.edu/ulan/500048719
Neven Šegvić	Šegvić, Neven	http://vocab.getty.edu/ulan/500242637
M Neven Šegvić	Šegvić, Neven	http://vocab.getty.edu/ulan/500242637
N Šegvić	Šegvić, Neven	http://vocab.getty.edu/ulan/500242637
M. Neven Šegvić	Šegvić, Neven	http://vocab.getty.edu/ulan/500242637
M Šegvić	Šegvić, Neven	http://vocab.getty.edu/ulan/500242637
N. Šegvić	Šegvić, Neven	http://vocab.getty.edu/ulan/500242637
M. Šegvić	Šegvić, Neven	http://vocab.getty.edu/ulan/500242637
Šegvić	Šegvić, Neven	http://vocab.getty.edu/ulan/500242637
Segvic, Neven	Šegvić, Neven	http://vocab.getty.edu/ulan/500242637
Suha Özkan	Özkan, Suha	http://vocab.getty.edu/ulan/500259363
M Özkan	Özkan, Suha	http://vocab.getty.edu/ulan/500259363
M Suha Özkan	Özkan, Suha	http://vocab.getty.edu/ulan/500259363
S. Özkan	Özkan, Suha	http://vocab.getty.edu/ulan/500259363
S Özkan	Özkan, Suha	http://vocab.getty.edu/ulan/500259363
M. Suha Özkan	Özkan, Suha	http://vocab.getty.edu/ulan/500259363
M. Özkan	Özkan, Suha	http://vocab.getty.edu/ulan/500259363
Özkan	Özkan, Suha	http://vocab.getty.edu/ulan/500259363
Ozkan, Suha	Özkan, Suha	http://vocab.getty.edu/ulan/500259363
Jiljí Šindlar	Šindlar, Jiljí	http://vocab.getty.edu/ulan/500086676
J Šindlar	Šindlar, Jiljí	http://vocab.getty.edu/ulan/500086676
M. Jiljí Šindlar	Šindlar, Jiljí	http://vocab.getty.edu/ulan/500086676
M Jiljí Šindlar	Šindlar, Jiljí	http://vocab.getty.edu/ulan/500086676
Šindlar	Šindlar, Jiljí	http://vocab.getty.edu/ulan/500086676
J. Šindlar	Šindlar, Jiljí	http://vocab.getty.edu/ulan/500086676
M Šindlar	Šindlar, Jiljí	http://vocab.getty.edu/ulan/500086676
M. Šindlar	Šindlar, Jiljí	http://vocab.getty.edu/ulan/500086676
Šindlar, Jiljʹi	Šindlar, Jiljí	http://vocab.getty.edu/ulan/500086676
Manuel L. Álvarez Bazil	Álvarez Bazil, Manuel L.	http://vocab.getty.edu/ulan/500292682
M L Álvarez Bazil	Álvarez Bazil, Manuel L.	http://vocab.getty.edu/ulan/500292682
M Manuel L. Álvarez Bazil	Álvarez Bazil, Manuel L.	http://vocab.getty.edu/ulan/500292682
M. Álvarez Bazil	Álvarez Bazil, Manuel L.	http://vocab.getty.edu/ulan/500292682
M. L. Álvarez Bazil	Álvarez Bazil, Manuel L.	http://vocab.getty.edu/ulan/500292682
M Álvarez Bazil	Álvarez Bazil, Manuel L.	http://vocab.getty.edu/ulan/500292682
Álvarez Bazil	Álvarez Bazil, Manuel L.	http://vocab.getty.edu/ulan/500292682
M. Manuel L. Álvarez Bazil	Álvarez Bazil, Manuel L.	http://vocab.getty.edu/ulan/500292682
Álvarez, Manuel L.	Álvarez Bazil, Manuel L.	http://vocab.getty.edu/ulan/500292682
Sigmund Árvay	Árvay, Sigmund	http://vocab.getty.edu/ulan/500298689
S Árvay	Árvay, Sigmund	http://vocab.getty.edu/ulan/500298689
M. Árvay	Árvay, Sigmund	http://vocab.getty.edu/ulan/500298689
M. Sigmund Árvay	Árvay, Sigmund	http://vocab.getty.edu/ulan/500298689
M Árvay	Árvay, Sigmund	http://vocab.getty.edu/ulan/500298689
Árvay	Árvay, Sigmund	http://vocab.getty.edu/ulan/500298689
M Sigmund Árvay	Árvay, Sigmund	http://vocab.getty.edu/ulan/500298689
S. Árvay	Árvay, Sigmund	http://vocab.getty.edu/ulan/500298689
Arvay, Siegmund	Árvay, Sigmund	http://vocab.getty.edu/ulan/500298689
Pollák, Sigmund	Árvay, Sigmund	http://vocab.getty.edu/ulan/500298689
Pollak, Sigmund	Árvay, Sigmund	http://vocab.getty.edu/ulan/500298689
Jurij Šubic	Šubic, Jurij	http://vocab.getty.edu/ulan/500076841
M Jurij Šubic	Šubic, Jurij	http://vocab.getty.edu/ulan/500076841
J. Šubic	Šubic, Jurij	http://vocab.getty.edu/ulan/500076841
Šubic	Šubic, Jurij	http://vocab.getty.edu/ulan/500076841
J Šubic	Šubic, Jurij	http://vocab.getty.edu/ulan/500076841
M. Šubic	Šubic, Jurij	http://vocab.getty.edu/ulan/500076841
M Šubic	Šubic, Jurij	http://vocab.getty.edu/ulan/500076841
M. Jurij Šubic	Šubic, Jurij	http://vocab.getty.edu/ulan/500076841
Ljerka Šibenik	Šibenik, Ljerka	http://vocab.getty.edu/ulan/500195856	http://id.loc.gov/authorities/names/n85365404
L Šibenik	Šibenik, Ljerka	http://vocab.getty.edu/ulan/500195856	http://id.loc.gov/authorities/names/n85365404
Mme Ljerka Šibenik	Šibenik, Ljerka	http://vocab.getty.edu/ulan/500195856	http://id.loc.gov/authorities/names/n85365404
Mme Šibenik	Šibenik, Ljerka	http://vocab.getty.edu/ulan/500195856	http://id.loc.gov/authorities/names/n85365404
L. Šibenik	Šibenik, Ljerka	http://vocab.getty.edu/ulan/500195856	http://id.loc.gov/authorities/names/n85365404
Mme. Šibenik	Šibenik, Ljerka	http://vocab.getty.edu/ulan/500195856	http://id.loc.gov/authorities/names/n85365404
Mme. Ljerka Šibenik	Šibenik, Ljerka	http://vocab.getty.edu/ulan/500195856	http://id.loc.gov/authorities/names/n85365404
Šibenik	Šibenik, Ljerka	http://vocab.getty.edu/ulan/500195856	http://id.loc.gov/authorities/names/n85365404
Sibenik, Ljerka	Šibenik, Ljerka	http://vocab.getty.edu/ulan/500195856	http://id.loc.gov/authorities/names/n85365404
Ljerka Sibenik	Šibenik, Ljerka	http://vocab.getty.edu/ulan/500195856	http://id.loc.gov/authorities/names/n85365404
Mimi Șaraga-Maxy	Șaraga Maxy, Mimi	http://vocab.getty.edu/ulan/500067941
Mme Șaraga Maxy	Șaraga Maxy, Mimi	http://vocab.getty.edu/ulan/500067941
Mimi Șaraga Maxy	Șaraga Maxy, Mimi	http://vocab.getty.edu/ulan/500067941
Mme Mimi Șaraga Maxy	Șaraga Maxy, Mimi	http://vocab.getty.edu/ulan/500067941
M Șaraga Maxy	Șaraga Maxy, Mimi	http://vocab.getty.edu/ulan/500067941
Șaraga Maxy	Șaraga Maxy, Mimi	http://vocab.getty.edu/ulan/500067941
Mme. Șaraga Maxy	Șaraga Maxy, Mimi	http://vocab.getty.edu/ulan/500067941
M. Șaraga Maxy	Șaraga Maxy, Mimi	http://vocab.getty.edu/ulan/500067941
Mme. Mimi Șaraga Maxy	Șaraga Maxy, Mimi	http://vocab.getty.edu/ulan/500067941
Saraga-Maxy, Mimi	Șaraga Maxy, Mimi	http://vocab.getty.edu/ulan/500067941
Mimi Saraga-Maxy	Șaraga Maxy, Mimi	http://vocab.getty.edu/ulan/500067941
António Ângelo	Ângelo, António	http://vocab.getty.edu/ulan/500332491
M Ângelo	Ângelo, António	http://vocab.getty.edu/ulan/500332491
M António Ângelo	Ângelo, António	http://vocab.getty.edu/ulan/500332491
M. António Ângelo	Ângelo, António	http://vocab.getty.edu/ulan/500332491
M. Ângelo	Ângelo, António	http://vocab.getty.edu/ulan/500332491
A. Ângelo	Ângelo, António	http://vocab.getty.edu/ulan/500332491
A Ângelo	Ângelo, António	http://vocab.getty.edu/ulan/500332491
Ângelo	Ângelo, António	http://vocab.getty.edu/ulan/500332491
Nikolaj Nikolaevič Žukov	Žukov, Nikolaj Nikolaevič	http://vocab.getty.edu/ulan/500072231	http://id.loc.gov/authorities/names/n80123045
M. Nikolaj Nikolaevič Žukov	Žukov, Nikolaj Nikolaevič	http://vocab.getty.edu/ulan/500072231	http://id.loc.gov/authorities/names/n80123045
M Žukov	Žukov, Nikolaj Nikolaevič	http://vocab.getty.edu/ulan/500072231	http://id.loc.gov/authorities/names/n80123045
N. N. Žukov	Žukov, Nikolaj Nikolaevič	http://vocab.getty.edu/ulan/500072231	http://id.loc.gov/authorities/names/n80123045
Žukov	Žukov, Nikolaj Nikolaevič	http://vocab.getty.edu/ulan/500072231	http://id.loc.gov/authorities/names/n80123045
M. Žukov	Žukov, Nikolaj Nikolaevič	http://vocab.getty.edu/ulan/500072231	http://id.loc.gov/authorities/names/n80123045
N N Žukov	Žukov, Nikolaj Nikolaevič	http://vocab.getty.edu/ulan/500072231	http://id.loc.gov/authorities/names/n80123045
M Nikolaj Nikolaevič Žukov	Žukov, Nikolaj Nikolaevič	http://vocab.getty.edu/ulan/500072231	http://id.loc.gov/authorities/names/n80123045
Zhukov, Nikolai Nikolaevich	Žukov, Nikolaj Nikolaevič	http://vocab.getty.edu/ulan/500072231	http://id.loc.gov/authorities/names/n80123045
Zhukov, Nikolay Nikolaevitch	Žukov, Nikolaj Nikolaevič	http://vocab.getty.edu/ulan/500072231	http://id.loc.gov/authorities/names/n80123045
Khwāja `Abd al-Ḥayy	`Abd al Hayy	http://vocab.getty.edu/ulan/500312987
M `Abd al Hayy	`Abd al Hayy	http://vocab.getty.edu/ulan/500312987
`Abd al Hayy	`Abd al Hayy	http://vocab.getty.edu/ulan/500312987
M. `Abd al Hayy	`Abd al Hayy	http://vocab.getty.edu/ulan/500312987
