V Xenou	Xenou, Vana (1949--)	http://data.bnf.fr/ark:/12148/cb12523542r#foaf:Person	http://www.idref.fr/034483543
R. Xirau	Xirau, Ramon (1924--)	http://data.bnf.fr/ark:/12148/cb120292237#foaf:Person	http://www.idref.fr/028460928
M. Xirau	Xirau, Ramon (1924--)	http://data.bnf.fr/ark:/12148/cb120292237#foaf:Person	http://www.idref.fr/028460928
M. Ramon Xirau	Xirau, Ramon (1924--)	http://data.bnf.fr/ark:/12148/cb120292237#foaf:Person	http://www.idref.fr/028460928
Shu Ping Xu	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
F E Xu	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
M Xu	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
Feng En Xu	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
F. E. Xu	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
M Feng En Xu	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
Xu	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
M. Feng En Xu	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
M. Xu	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
奉恩 许	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
叔平 许	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
Feng'en Xu	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
Feng-en Hsü	Xu, Feng En (--1887)	http://data.bnf.fr/ark:/12148/cb15913572k#foaf:Person
勇 徐	Xu, Yong (1955--)	http://data.bnf.fr/ark:/12148/cb165276714#foaf:Person	http://www.idref.fr/175962014
Y Xu	Xu, Yong (1955--)	http://data.bnf.fr/ark:/12148/cb165276714#foaf:Person	http://www.idref.fr/175962014
Yong Xu	Xu, Yong (1955--)	http://data.bnf.fr/ark:/12148/cb165276714#foaf:Person	http://www.idref.fr/175962014
M Xu	Xu, Yong (1955--)	http://data.bnf.fr/ark:/12148/cb165276714#foaf:Person	http://www.idref.fr/175962014
M Yong Xu	Xu, Yong (1955--)	http://data.bnf.fr/ark:/12148/cb165276714#foaf:Person	http://www.idref.fr/175962014
Xu	Xu, Yong (1955--)	http://data.bnf.fr/ark:/12148/cb165276714#foaf:Person	http://www.idref.fr/175962014
Y. Xu	Xu, Yong (1955--)	http://data.bnf.fr/ark:/12148/cb165276714#foaf:Person	http://www.idref.fr/175962014
M. Yong Xu	Xu, Yong (1955--)	http://data.bnf.fr/ark:/12148/cb165276714#foaf:Person	http://www.idref.fr/175962014
M. Xu	Xu, Yong (1955--)	http://data.bnf.fr/ark:/12148/cb165276714#foaf:Person	http://www.idref.fr/175962014
Alexandros Xenofontos	Xenofontos, Alexandros (---)	http://data.bnf.fr/ark:/12148/cb14479368g#foaf:Person
A Xenofontos	Xenofontos, Alexandros (---)	http://data.bnf.fr/ark:/12148/cb14479368g#foaf:Person
M. Xenofontos	Xenofontos, Alexandros (---)	http://data.bnf.fr/ark:/12148/cb14479368g#foaf:Person
Xenofontos	Xenofontos, Alexandros (---)	http://data.bnf.fr/ark:/12148/cb14479368g#foaf:Person
A. Xenofontos	Xenofontos, Alexandros (---)	http://data.bnf.fr/ark:/12148/cb14479368g#foaf:Person
M. Alexandros Xenofontos	Xenofontos, Alexandros (---)	http://data.bnf.fr/ark:/12148/cb14479368g#foaf:Person
M Alexandros Xenofontos	Xenofontos, Alexandros (---)	http://data.bnf.fr/ark:/12148/cb14479368g#foaf:Person
M Xenofontos	Xenofontos, Alexandros (---)	http://data.bnf.fr/ark:/12148/cb14479368g#foaf:Person
绮霞 谢	Xie, qi xia (---)	http://data.bnf.fr/ark:/12148/cb15115502h#foaf:Person
M Xie	Xie, qi xia (---)	http://data.bnf.fr/ark:/12148/cb15115502h#foaf:Person
M. Xie	Xie, qi xia (---)	http://data.bnf.fr/ark:/12148/cb15115502h#foaf:Person
Xie	Xie, qi xia (---)	http://data.bnf.fr/ark:/12148/cb15115502h#foaf:Person
qi xia Xie	Xie, qi xia (---)	http://data.bnf.fr/ark:/12148/cb15115502h#foaf:Person
M qi xia Xie	Xie, qi xia (---)	http://data.bnf.fr/ark:/12148/cb15115502h#foaf:Person
M. qi xia Xie	Xie, qi xia (---)	http://data.bnf.fr/ark:/12148/cb15115502h#foaf:Person
Qixia Xie	Xie, qi xia (---)	http://data.bnf.fr/ark:/12148/cb15115502h#foaf:Person
Hong Lin Liu	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
M Xiao	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
Jun Xiao	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
J Xiao	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
M. Jun Xiao	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
Xiao	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
J. Xiao	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
M Jun Xiao	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
M. Xiao	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
Tian Jun	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
San Lang	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
军 萧	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
Chün Hsiao	Xiao, Jun (1907-1988)	http://data.bnf.fr/ark:/12148/cb15871877q#foaf:Person
Jieying Xi	Xi, Jie ying (1952--)	http://data.bnf.fr/ark:/12148/cb15105686f#foaf:Person	http://www.idref.fr/106994913
J. Xi	Xi, Jie ying (1952--)	http://data.bnf.fr/ark:/12148/cb15105686f#foaf:Person	http://www.idref.fr/106994913
M. Jie ying Xi	Xi, Jie ying (1952--)	http://data.bnf.fr/ark:/12148/cb15105686f#foaf:Person	http://www.idref.fr/106994913
M Xi	Xi, Jie ying (1952--)	http://data.bnf.fr/ark:/12148/cb15105686f#foaf:Person	http://www.idref.fr/106994913
M. Xi	Xi, Jie ying (1952--)	http://data.bnf.fr/ark:/12148/cb15105686f#foaf:Person	http://www.idref.fr/106994913
J Xi	Xi, Jie ying (1952--)	http://data.bnf.fr/ark:/12148/cb15105686f#foaf:Person	http://www.idref.fr/106994913
Xi	Xi, Jie ying (1952--)	http://data.bnf.fr/ark:/12148/cb15105686f#foaf:Person	http://www.idref.fr/106994913
Jie ying Xi	Xi, Jie ying (1952--)	http://data.bnf.fr/ark:/12148/cb15105686f#foaf:Person	http://www.idref.fr/106994913
M Jie ying Xi	Xi, Jie ying (1952--)	http://data.bnf.fr/ark:/12148/cb15105686f#foaf:Person	http://www.idref.fr/106994913
傑英 郗	Xi, Jie ying (1952--)	http://data.bnf.fr/ark:/12148/cb15105686f#foaf:Person	http://www.idref.fr/106994913
Tit-Lei Che	Xie, Tie Li (1925--)	http://data.bnf.fr/ark:/12148/cb16751658f#foaf:Person
T L Xie	Xie, Tie Li (1925--)	http://data.bnf.fr/ark:/12148/cb16751658f#foaf:Person
M. Tie Li Xie	Xie, Tie Li (1925--)	http://data.bnf.fr/ark:/12148/cb16751658f#foaf:Person
M Xie	Xie, Tie Li (1925--)	http://data.bnf.fr/ark:/12148/cb16751658f#foaf:Person
M. Xie	Xie, Tie Li (1925--)	http://data.bnf.fr/ark:/12148/cb16751658f#foaf:Person
M Tie Li Xie	Xie, Tie Li (1925--)	http://data.bnf.fr/ark:/12148/cb16751658f#foaf:Person
Xie	Xie, Tie Li (1925--)	http://data.bnf.fr/ark:/12148/cb16751658f#foaf:Person
Tie Li Xie	Xie, Tie Li (1925--)	http://data.bnf.fr/ark:/12148/cb16751658f#foaf:Person
T. L. Xie	Xie, Tie Li (1925--)	http://data.bnf.fr/ark:/12148/cb16751658f#foaf:Person
Tieli Xie	Xie, Tie Li (1925--)	http://data.bnf.fr/ark:/12148/cb16751658f#foaf:Person
Tit-Lei Tse	Xie, Tie Li (1925--)	http://data.bnf.fr/ark:/12148/cb16751658f#foaf:Person
M. Lluis Bertran Xirau	Xirau, Lluis Bertran (---)	http://data.bnf.fr/ark:/12148/cb165987326#foaf:Person
M Lluis Bertran Xirau	Xirau, Lluis Bertran (---)	http://data.bnf.fr/ark:/12148/cb165987326#foaf:Person
M Xirau	Xirau, Lluis Bertran (---)	http://data.bnf.fr/ark:/12148/cb165987326#foaf:Person
Xirau	Xirau, Lluis Bertran (---)	http://data.bnf.fr/ark:/12148/cb165987326#foaf:Person
Lluis Bertran Xirau	Xirau, Lluis Bertran (---)	http://data.bnf.fr/ark:/12148/cb165987326#foaf:Person
L. B. Xirau	Xirau, Lluis Bertran (---)	http://data.bnf.fr/ark:/12148/cb165987326#foaf:Person
M. Xirau	Xirau, Lluis Bertran (---)	http://data.bnf.fr/ark:/12148/cb165987326#foaf:Person
L B Xirau	Xirau, Lluis Bertran (---)	http://data.bnf.fr/ark:/12148/cb165987326#foaf:Person
Maria Xagorari- Gleissner	Xagorari Gleissner, Maria (---)	http://data.bnf.fr/ark:/12148/cb162248316#foaf:Person	http://www.idref.fr/069188866
Mme Maria Xagorari Gleissner	Xagorari Gleissner, Maria (---)	http://data.bnf.fr/ark:/12148/cb162248316#foaf:Person	http://www.idref.fr/069188866
Maria Xagorari Gleissner	Xagorari Gleissner, Maria (---)	http://data.bnf.fr/ark:/12148/cb162248316#foaf:Person	http://www.idref.fr/069188866
Mme. Xagorari Gleissner	Xagorari Gleissner, Maria (---)	http://data.bnf.fr/ark:/12148/cb162248316#foaf:Person	http://www.idref.fr/069188866
Mme. Maria Xagorari Gleissner	Xagorari Gleissner, Maria (---)	http://data.bnf.fr/ark:/12148/cb162248316#foaf:Person	http://www.idref.fr/069188866
M. Xagorari Gleissner	Xagorari Gleissner, Maria (---)	http://data.bnf.fr/ark:/12148/cb162248316#foaf:Person	http://www.idref.fr/069188866
M Xagorari Gleissner	Xagorari Gleissner, Maria (---)	http://data.bnf.fr/ark:/12148/cb162248316#foaf:Person	http://www.idref.fr/069188866
Mme Xagorari Gleissner	Xagorari Gleissner, Maria (---)	http://data.bnf.fr/ark:/12148/cb162248316#foaf:Person	http://www.idref.fr/069188866
Xagorari Gleissner	Xagorari Gleissner, Maria (---)	http://data.bnf.fr/ark:/12148/cb162248316#foaf:Person	http://www.idref.fr/069188866
Kuiguan Xiang	Xiang, kui guan (---)	http://data.bnf.fr/ark:/12148/cb15068044n#foaf:Person
Xiang	Xiang, kui guan (---)	http://data.bnf.fr/ark:/12148/cb15068044n#foaf:Person
M. kui guan Xiang	Xiang, kui guan (---)	http://data.bnf.fr/ark:/12148/cb15068044n#foaf:Person
M Xiang	Xiang, kui guan (---)	http://data.bnf.fr/ark:/12148/cb15068044n#foaf:Person
M. Xiang	Xiang, kui guan (---)	http://data.bnf.fr/ark:/12148/cb15068044n#foaf:Person
M kui guan Xiang	Xiang, kui guan (---)	http://data.bnf.fr/ark:/12148/cb15068044n#foaf:Person
kui guan Xiang	Xiang, kui guan (---)	http://data.bnf.fr/ark:/12148/cb15068044n#foaf:Person
Amalya A. Khachaturian	Xač´turyan, Amalya A. (---)	http://data.bnf.fr/ark:/12148/cb12127934h#foaf:Person	http://www.idref.fr/08140641X
M Amalya A. Xač´turyan	Xač´turyan, Amalya A. (---)	http://data.bnf.fr/ark:/12148/cb12127934h#foaf:Person	http://www.idref.fr/08140641X
M Xač´turyan	Xač´turyan, Amalya A. (---)	http://data.bnf.fr/ark:/12148/cb12127934h#foaf:Person	http://www.idref.fr/08140641X
A. A. Xač´turyan	Xač´turyan, Amalya A. (---)	http://data.bnf.fr/ark:/12148/cb12127934h#foaf:Person	http://www.idref.fr/08140641X
A A Xač´turyan	Xač´turyan, Amalya A. (---)	http://data.bnf.fr/ark:/12148/cb12127934h#foaf:Person	http://www.idref.fr/08140641X
Amalya A. Xač´turyan	Xač´turyan, Amalya A. (---)	http://data.bnf.fr/ark:/12148/cb12127934h#foaf:Person	http://www.idref.fr/08140641X
M. Amalya A. Xač´turyan	Xač´turyan, Amalya A. (---)	http://data.bnf.fr/ark:/12148/cb12127934h#foaf:Person	http://www.idref.fr/08140641X
M. Xač´turyan	Xač´turyan, Amalya A. (---)	http://data.bnf.fr/ark:/12148/cb12127934h#foaf:Person	http://www.idref.fr/08140641X
Xač´turyan	Xač´turyan, Amalya A. (---)	http://data.bnf.fr/ark:/12148/cb12127934h#foaf:Person	http://www.idref.fr/08140641X
feng Hsiao	Xiao, feng (---)	http://data.bnf.fr/ark:/12148/cb15105756s#foaf:Person
M Xiao	Xiao, feng (---)	http://data.bnf.fr/ark:/12148/cb15105756s#foaf:Person
M. feng Xiao	Xiao, feng (---)	http://data.bnf.fr/ark:/12148/cb15105756s#foaf:Person
feng Xiao	Xiao, feng (---)	http://data.bnf.fr/ark:/12148/cb15105756s#foaf:Person
Xiao	Xiao, feng (---)	http://data.bnf.fr/ark:/12148/cb15105756s#foaf:Person
M feng Xiao	Xiao, feng (---)	http://data.bnf.fr/ark:/12148/cb15105756s#foaf:Person
M. Xiao	Xiao, feng (---)	http://data.bnf.fr/ark:/12148/cb15105756s#foaf:Person
枫 萧	Xiao, feng (---)	http://data.bnf.fr/ark:/12148/cb15105756s#foaf:Person
Xiao feng	Xiao, feng (---)	http://data.bnf.fr/ark:/12148/cb15105756s#foaf:Person
Xinxing fashi	Xinxing	http://data.bnf.fr/ark:/12148/cb13743097j#foaf:Person	http://www.idref.fr/078614562
M. Xinxing	Xinxing	http://data.bnf.fr/ark:/12148/cb13743097j#foaf:Person	http://www.idref.fr/078614562
Xinxing	Xinxing	http://data.bnf.fr/ark:/12148/cb13743097j#foaf:Person	http://www.idref.fr/078614562
M Xinxing	Xinxing	http://data.bnf.fr/ark:/12148/cb13743097j#foaf:Person	http://www.idref.fr/078614562
Shingyo	Xinxing	http://data.bnf.fr/ark:/12148/cb13743097j#foaf:Person	http://www.idref.fr/078614562
Xin Xing	Xinxing	http://data.bnf.fr/ark:/12148/cb13743097j#foaf:Person	http://www.idref.fr/078614562
Hsin-hsing	Xinxing	http://data.bnf.fr/ark:/12148/cb13743097j#foaf:Person	http://www.idref.fr/078614562
Hsin-hsing-fa-shih	Xinxing	http://data.bnf.fr/ark:/12148/cb13743097j#foaf:Person	http://www.idref.fr/078614562
Hsing-Hai Hsien	Xian, Xinghai (1905-1945)	http://data.bnf.fr/ark:/12148/cb14146603v#foaf:Person
X Xian	Xian, Xinghai (1905-1945)	http://data.bnf.fr/ark:/12148/cb14146603v#foaf:Person
M. Xinghai Xian	Xian, Xinghai (1905-1945)	http://data.bnf.fr/ark:/12148/cb14146603v#foaf:Person
M Xian	Xian, Xinghai (1905-1945)	http://data.bnf.fr/ark:/12148/cb14146603v#foaf:Person
M Xinghai Xian	Xian, Xinghai (1905-1945)	http://data.bnf.fr/ark:/12148/cb14146603v#foaf:Person
Xinghai Xian	Xian, Xinghai (1905-1945)	http://data.bnf.fr/ark:/12148/cb14146603v#foaf:Person
X. Xian	Xian, Xinghai (1905-1945)	http://data.bnf.fr/ark:/12148/cb14146603v#foaf:Person
Xian	Xian, Xinghai (1905-1945)	http://data.bnf.fr/ark:/12148/cb14146603v#foaf:Person
M. Xian	Xian, Xinghai (1905-1945)	http://data.bnf.fr/ark:/12148/cb14146603v#foaf:Person
Xing Hai Xian	Xian, Xinghai (1905-1945)	http://data.bnf.fr/ark:/12148/cb14146603v#foaf:Person
Joan Xapellí Palà	Xapellí Palà, Joan (1938--)	http://data.bnf.fr/ark:/12148/cb15069166g#foaf:Person
J. Xapellí Palà	Xapellí Palà, Joan (1938--)	http://data.bnf.fr/ark:/12148/cb15069166g#foaf:Person
J Xapellí Palà	Xapellí Palà, Joan (1938--)	http://data.bnf.fr/ark:/12148/cb15069166g#foaf:Person
M. Xapellí Palà	Xapellí Palà, Joan (1938--)	http://data.bnf.fr/ark:/12148/cb15069166g#foaf:Person
M Joan Xapellí Palà	Xapellí Palà, Joan (1938--)	http://data.bnf.fr/ark:/12148/cb15069166g#foaf:Person
Xapellí Palà	Xapellí Palà, Joan (1938--)	http://data.bnf.fr/ark:/12148/cb15069166g#foaf:Person
M Xapellí Palà	Xapellí Palà, Joan (1938--)	http://data.bnf.fr/ark:/12148/cb15069166g#foaf:Person
M. Joan Xapellí Palà	Xapellí Palà, Joan (1938--)	http://data.bnf.fr/ark:/12148/cb15069166g#foaf:Person
Xiaohong Xia	Xia, Xiao Hong (1953--)	http://data.bnf.fr/ark:/12148/cb158041203#foaf:Person
Mme Xiao Hong Xia	Xia, Xiao Hong (1953--)	http://data.bnf.fr/ark:/12148/cb158041203#foaf:Person
X. H. Xia	Xia, Xiao Hong (1953--)	http://data.bnf.fr/ark:/12148/cb158041203#foaf:Person
X H Xia	Xia, Xiao Hong (1953--)	http://data.bnf.fr/ark:/12148/cb158041203#foaf:Person
Mme. Xiao Hong Xia	Xia, Xiao Hong (1953--)	http://data.bnf.fr/ark:/12148/cb158041203#foaf:Person
Mme. Xia	Xia, Xiao Hong (1953--)	http://data.bnf.fr/ark:/12148/cb158041203#foaf:Person
Mme Xia	Xia, Xiao Hong (1953--)	http://data.bnf.fr/ark:/12148/cb158041203#foaf:Person
Xiao Hong Xia	Xia, Xiao Hong (1953--)	http://data.bnf.fr/ark:/12148/cb158041203#foaf:Person
Xia	Xia, Xiao Hong (1953--)	http://data.bnf.fr/ark:/12148/cb158041203#foaf:Person
晓虹 夏	Xia, Xiao Hong (1953--)	http://data.bnf.fr/ark:/12148/cb158041203#foaf:Person
Mme Xatara	Xatara, Claudia Maria (1962--)	http://data.bnf.fr/ark:/12148/cb14606943z#foaf:Person	http://www.idref.fr/075526948
Mme Claudia Maria Xatara	Xatara, Claudia Maria (1962--)	http://data.bnf.fr/ark:/12148/cb14606943z#foaf:Person	http://www.idref.fr/075526948
Xatara	Xatara, Claudia Maria (1962--)	http://data.bnf.fr/ark:/12148/cb14606943z#foaf:Person	http://www.idref.fr/075526948
Mme. Xatara	Xatara, Claudia Maria (1962--)	http://data.bnf.fr/ark:/12148/cb14606943z#foaf:Person	http://www.idref.fr/075526948
Claudia Maria Xatara	Xatara, Claudia Maria (1962--)	http://data.bnf.fr/ark:/12148/cb14606943z#foaf:Person	http://www.idref.fr/075526948
C. M. Xatara	Xatara, Claudia Maria (1962--)	http://data.bnf.fr/ark:/12148/cb14606943z#foaf:Person	http://www.idref.fr/075526948
Mme. Claudia Maria Xatara	Xatara, Claudia Maria (1962--)	http://data.bnf.fr/ark:/12148/cb14606943z#foaf:Person	http://www.idref.fr/075526948
C M Xatara	Xatara, Claudia Maria (1962--)	http://data.bnf.fr/ark:/12148/cb14606943z#foaf:Person	http://www.idref.fr/075526948
Fōteinī́́́ Xanthopoúlou	Xanthopoúlou, Foteiní (1958--)	http://data.bnf.fr/ark:/12148/cb150470262#foaf:Person	http://www.idref.fr/108117553
Mme. Foteiní Xanthopoúlou	Xanthopoúlou, Foteiní (1958--)	http://data.bnf.fr/ark:/12148/cb150470262#foaf:Person	http://www.idref.fr/108117553
Foteiní Xanthopoúlou	Xanthopoúlou, Foteiní (1958--)	http://data.bnf.fr/ark:/12148/cb150470262#foaf:Person	http://www.idref.fr/108117553
Xanthopoúlou	Xanthopoúlou, Foteiní (1958--)	http://data.bnf.fr/ark:/12148/cb150470262#foaf:Person	http://www.idref.fr/108117553
Mme Foteiní Xanthopoúlou	Xanthopoúlou, Foteiní (1958--)	http://data.bnf.fr/ark:/12148/cb150470262#foaf:Person	http://www.idref.fr/108117553
F. Xanthopoúlou	Xanthopoúlou, Foteiní (1958--)	http://data.bnf.fr/ark:/12148/cb150470262#foaf:Person	http://www.idref.fr/108117553
Mme. Xanthopoúlou	Xanthopoúlou, Foteiní (1958--)	http://data.bnf.fr/ark:/12148/cb150470262#foaf:Person	http://www.idref.fr/108117553
F Xanthopoúlou	Xanthopoúlou, Foteiní (1958--)	http://data.bnf.fr/ark:/12148/cb150470262#foaf:Person	http://www.idref.fr/108117553
Mme Xanthopoúlou	Xanthopoúlou, Foteiní (1958--)	http://data.bnf.fr/ark:/12148/cb150470262#foaf:Person	http://www.idref.fr/108117553
Photini Xanthopoulou	Xanthopoúlou, Foteiní (1958--)	http://data.bnf.fr/ark:/12148/cb150470262#foaf:Person	http://www.idref.fr/108117553
迟 徐	Xu, Chi (1914-1996)	http://data.bnf.fr/ark:/12148/cb13599220n#foaf:Person	http://www.idref.fr/125362153
M Chi Xu	Xu, Chi (1914-1996)	http://data.bnf.fr/ark:/12148/cb13599220n#foaf:Person	http://www.idref.fr/125362153
M Xu	Xu, Chi (1914-1996)	http://data.bnf.fr/ark:/12148/cb13599220n#foaf:Person	http://www.idref.fr/125362153
C Xu	Xu, Chi (1914-1996)	http://data.bnf.fr/ark:/12148/cb13599220n#foaf:Person	http://www.idref.fr/125362153
M. Chi Xu	Xu, Chi (1914-1996)	http://data.bnf.fr/ark:/12148/cb13599220n#foaf:Person	http://www.idref.fr/125362153
Chi Xu	Xu, Chi (1914-1996)	http://data.bnf.fr/ark:/12148/cb13599220n#foaf:Person	http://www.idref.fr/125362153
Xu	Xu, Chi (1914-1996)	http://data.bnf.fr/ark:/12148/cb13599220n#foaf:Person	http://www.idref.fr/125362153
C. Xu	Xu, Chi (1914-1996)	http://data.bnf.fr/ark:/12148/cb13599220n#foaf:Person	http://www.idref.fr/125362153
M. Xu	Xu, Chi (1914-1996)	http://data.bnf.fr/ark:/12148/cb13599220n#foaf:Person	http://www.idref.fr/125362153
M Lei Xing	Xing, Lei (---)	http://data.bnf.fr/ark:/12148/cb162066175#foaf:Person	http://www.idref.fr/142957429
Lei Xing	Xing, Lei (---)	http://data.bnf.fr/ark:/12148/cb162066175#foaf:Person	http://www.idref.fr/142957429
L Xing	Xing, Lei (---)	http://data.bnf.fr/ark:/12148/cb162066175#foaf:Person	http://www.idref.fr/142957429
M. Xing	Xing, Lei (---)	http://data.bnf.fr/ark:/12148/cb162066175#foaf:Person	http://www.idref.fr/142957429
Xing	Xing, Lei (---)	http://data.bnf.fr/ark:/12148/cb162066175#foaf:Person	http://www.idref.fr/142957429
M Xing	Xing, Lei (---)	http://data.bnf.fr/ark:/12148/cb162066175#foaf:Person	http://www.idref.fr/142957429
L. Xing	Xing, Lei (---)	http://data.bnf.fr/ark:/12148/cb162066175#foaf:Person	http://www.idref.fr/142957429
M. Lei Xing	Xing, Lei (---)	http://data.bnf.fr/ark:/12148/cb162066175#foaf:Person	http://www.idref.fr/142957429
Bingqian Xiao	Xiao, Qian (1910-1999)	http://data.bnf.fr/ark:/12148/cb13541713s#foaf:Person	http://www.idref.fr/050726838
M Xiao	Xiao, Qian (1910-1999)	http://data.bnf.fr/ark:/12148/cb13541713s#foaf:Person	http://www.idref.fr/050726838
Qian Xiao	Xiao, Qian (1910-1999)	http://data.bnf.fr/ark:/12148/cb13541713s#foaf:Person	http://www.idref.fr/050726838
Q Xiao	Xiao, Qian (1910-1999)	http://data.bnf.fr/ark:/12148/cb13541713s#foaf:Person	http://www.idref.fr/050726838
M Qian Xiao	Xiao, Qian (1910-1999)	http://data.bnf.fr/ark:/12148/cb13541713s#foaf:Person	http://www.idref.fr/050726838
Q. Xiao	Xiao, Qian (1910-1999)	http://data.bnf.fr/ark:/12148/cb13541713s#foaf:Person	http://www.idref.fr/050726838
Xiao	Xiao, Qian (1910-1999)	http://data.bnf.fr/ark:/12148/cb13541713s#foaf:Person	http://www.idref.fr/050726838
M. Qian Xiao	Xiao, Qian (1910-1999)	http://data.bnf.fr/ark:/12148/cb13541713s#foaf:Person	http://www.idref.fr/050726838
M. Xiao	Xiao, Qian (1910-1999)	http://data.bnf.fr/ark:/12148/cb13541713s#foaf:Person	http://www.idref.fr/050726838
Ch'ien Hsiao	Xiao, Qian (1910-1999)	http://data.bnf.fr/ark:/12148/cb13541713s#foaf:Person	http://www.idref.fr/050726838
乾 萧	Xiao, Qian (1910-1999)	http://data.bnf.fr/ark:/12148/cb13541713s#foaf:Person	http://www.idref.fr/050726838
M William Xerra	Xerra, William (1937--)	http://data.bnf.fr/ark:/12148/cb149583769#foaf:Person	http://www.idref.fr/078232287
M. Xerra	Xerra, William (1937--)	http://data.bnf.fr/ark:/12148/cb149583769#foaf:Person	http://www.idref.fr/078232287
W. Xerra	Xerra, William (1937--)	http://data.bnf.fr/ark:/12148/cb149583769#foaf:Person	http://www.idref.fr/078232287
M. William Xerra	Xerra, William (1937--)	http://data.bnf.fr/ark:/12148/cb149583769#foaf:Person	http://www.idref.fr/078232287
M Xerra	Xerra, William (1937--)	http://data.bnf.fr/ark:/12148/cb149583769#foaf:Person	http://www.idref.fr/078232287
W Xerra	Xerra, William (1937--)	http://data.bnf.fr/ark:/12148/cb149583769#foaf:Person	http://www.idref.fr/078232287
William Xerra	Xerra, William (1937--)	http://data.bnf.fr/ark:/12148/cb149583769#foaf:Person	http://www.idref.fr/078232287
Xerra	Xerra, William (1937--)	http://data.bnf.fr/ark:/12148/cb149583769#foaf:Person	http://www.idref.fr/078232287
Nguyêñ Thị Xuân Quỳnh	Xuân Quỳnh (1942-1988)	http://data.bnf.fr/ark:/12148/cb13192121b#foaf:Person	http://www.idref.fr/035482168
Xuân Quỳnh	Xuân Quỳnh (1942-1988)	http://data.bnf.fr/ark:/12148/cb13192121b#foaf:Person	http://www.idref.fr/035482168
M Xuân Quỳnh	Xuân Quỳnh (1942-1988)	http://data.bnf.fr/ark:/12148/cb13192121b#foaf:Person	http://www.idref.fr/035482168
M. Xuân Quỳnh	Xuân Quỳnh (1942-1988)	http://data.bnf.fr/ark:/12148/cb13192121b#foaf:Person	http://www.idref.fr/035482168
