Barbara Karinska	Karinska, Barbara (1886-1983)	http://data.bnf.fr/ark:/12148/cb148494931#foaf:Person
M Keyserling	Keyserling, Alexander von (1815-1891)	http://data.bnf.fr/ark:/12148/cb13480081r#foaf:Person	http://dbpedia.org/resource/Alexander_von_Keyserling	http://www.idref.fr/120799782
M Alexander von Keyserling	Keyserling, Alexander von (1815-1891)	http://data.bnf.fr/ark:/12148/cb13480081r#foaf:Person	http://dbpedia.org/resource/Alexander_von_Keyserling	http://www.idref.fr/120799782
M. Keyserling	Keyserling, Alexander von (1815-1891)	http://data.bnf.fr/ark:/12148/cb13480081r#foaf:Person	http://dbpedia.org/resource/Alexander_von_Keyserling	http://www.idref.fr/120799782
M. Alexander von Keyserling	Keyserling, Alexander von (1815-1891)	http://data.bnf.fr/ark:/12148/cb13480081r#foaf:Person	http://dbpedia.org/resource/Alexander_von_Keyserling	http://www.idref.fr/120799782
Alexandre de Keyserling	Keyserling, Alexander von (1815-1891)	http://data.bnf.fr/ark:/12148/cb13480081r#foaf:Person	http://dbpedia.org/resource/Alexander_von_Keyserling	http://www.idref.fr/120799782
Thomas Downing Kendrick	Kendrick, Thomas Downing (1895-1979)	http://data.bnf.fr/ark:/12148/cb11560371r#foaf:Person	http://www.idref.fr/056817711
Kendrick	Kendrick, Thomas Downing (1895-1979)	http://data.bnf.fr/ark:/12148/cb11560371r#foaf:Person	http://www.idref.fr/056817711
T D Kendrick	Kendrick, Thomas Downing (1895-1979)	http://data.bnf.fr/ark:/12148/cb11560371r#foaf:Person	http://www.idref.fr/056817711
T. D. Kendrick	Kendrick, Thomas Downing (1895-1979)	http://data.bnf.fr/ark:/12148/cb11560371r#foaf:Person	http://www.idref.fr/056817711
M Kendrick	Kendrick, Thomas Downing (1895-1979)	http://data.bnf.fr/ark:/12148/cb11560371r#foaf:Person	http://www.idref.fr/056817711
M Thomas Downing Kendrick	Kendrick, Thomas Downing (1895-1979)	http://data.bnf.fr/ark:/12148/cb11560371r#foaf:Person	http://www.idref.fr/056817711
M. Kendrick	Kendrick, Thomas Downing (1895-1979)	http://data.bnf.fr/ark:/12148/cb11560371r#foaf:Person	http://www.idref.fr/056817711
M. Thomas Downing Kendrick	Kendrick, Thomas Downing (1895-1979)	http://data.bnf.fr/ark:/12148/cb11560371r#foaf:Person	http://www.idref.fr/056817711
Arthur Fitzgerald Kinnaird	Kinnaird, Arthur Fitzgerald (1847-1923)	http://data.bnf.fr/ark:/12148/cb149780537#foaf:Person
Kinnaird	Kinnaird, Arthur Fitzgerald (1847-1923)	http://data.bnf.fr/ark:/12148/cb149780537#foaf:Person
A F Kinnaird	Kinnaird, Arthur Fitzgerald (1847-1923)	http://data.bnf.fr/ark:/12148/cb149780537#foaf:Person
A. F. Kinnaird	Kinnaird, Arthur Fitzgerald (1847-1923)	http://data.bnf.fr/ark:/12148/cb149780537#foaf:Person
M Kinnaird	Kinnaird, Arthur Fitzgerald (1847-1923)	http://data.bnf.fr/ark:/12148/cb149780537#foaf:Person
M Arthur Fitzgerald Kinnaird	Kinnaird, Arthur Fitzgerald (1847-1923)	http://data.bnf.fr/ark:/12148/cb149780537#foaf:Person
M. Kinnaird	Kinnaird, Arthur Fitzgerald (1847-1923)	http://data.bnf.fr/ark:/12148/cb149780537#foaf:Person
M. Arthur Fitzgerald Kinnaird	Kinnaird, Arthur Fitzgerald (1847-1923)	http://data.bnf.fr/ark:/12148/cb149780537#foaf:Person
Oskar Kolberg	Kolberg, Oskar (1814-1890)	http://data.bnf.fr/ark:/12148/cb12158984x#foaf:Person	http://www.idref.fr/030107911
Kolberg	Kolberg, Oskar (1814-1890)	http://data.bnf.fr/ark:/12148/cb12158984x#foaf:Person	http://www.idref.fr/030107911
O Kolberg	Kolberg, Oskar (1814-1890)	http://data.bnf.fr/ark:/12148/cb12158984x#foaf:Person	http://www.idref.fr/030107911
O. Kolberg	Kolberg, Oskar (1814-1890)	http://data.bnf.fr/ark:/12148/cb12158984x#foaf:Person	http://www.idref.fr/030107911
M Kolberg	Kolberg, Oskar (1814-1890)	http://data.bnf.fr/ark:/12148/cb12158984x#foaf:Person	http://www.idref.fr/030107911
M Oskar Kolberg	Kolberg, Oskar (1814-1890)	http://data.bnf.fr/ark:/12148/cb12158984x#foaf:Person	http://www.idref.fr/030107911
M. Kolberg	Kolberg, Oskar (1814-1890)	http://data.bnf.fr/ark:/12148/cb12158984x#foaf:Person	http://www.idref.fr/030107911
M. Oskar Kolberg	Kolberg, Oskar (1814-1890)	http://data.bnf.fr/ark:/12148/cb12158984x#foaf:Person	http://www.idref.fr/030107911
Sandalj Hranić Kosača	Kosača, Sandalj Hranić (1370-1435)	http://data.bnf.fr/ark:/12148/cb16264845q#foaf:Person
Kosača	Kosača, Sandalj Hranić (1370-1435)	http://data.bnf.fr/ark:/12148/cb16264845q#foaf:Person
S H Kosača	Kosača, Sandalj Hranić (1370-1435)	http://data.bnf.fr/ark:/12148/cb16264845q#foaf:Person
S. H. Kosača	Kosača, Sandalj Hranić (1370-1435)	http://data.bnf.fr/ark:/12148/cb16264845q#foaf:Person
M Kosača	Kosača, Sandalj Hranić (1370-1435)	http://data.bnf.fr/ark:/12148/cb16264845q#foaf:Person
M Sandalj Hranić Kosača	Kosača, Sandalj Hranić (1370-1435)	http://data.bnf.fr/ark:/12148/cb16264845q#foaf:Person
M. Kosača	Kosača, Sandalj Hranić (1370-1435)	http://data.bnf.fr/ark:/12148/cb16264845q#foaf:Person
M. Sandalj Hranić Kosača	Kosača, Sandalj Hranić (1370-1435)	http://data.bnf.fr/ark:/12148/cb16264845q#foaf:Person
Louise Kirkby- Lunn	Kirkby Lunn, Louise (1873-1930)	http://data.bnf.fr/ark:/12148/cb13934907m#foaf:Person
Louise Kirkby Lunn	Kirkby Lunn, Louise (1873-1930)	http://data.bnf.fr/ark:/12148/cb13934907m#foaf:Person
Kirkby Lunn	Kirkby Lunn, Louise (1873-1930)	http://data.bnf.fr/ark:/12148/cb13934907m#foaf:Person
L Kirkby Lunn	Kirkby Lunn, Louise (1873-1930)	http://data.bnf.fr/ark:/12148/cb13934907m#foaf:Person
L. Kirkby Lunn	Kirkby Lunn, Louise (1873-1930)	http://data.bnf.fr/ark:/12148/cb13934907m#foaf:Person
Mme Kirkby Lunn	Kirkby Lunn, Louise (1873-1930)	http://data.bnf.fr/ark:/12148/cb13934907m#foaf:Person
Mme Louise Kirkby Lunn	Kirkby Lunn, Louise (1873-1930)	http://data.bnf.fr/ark:/12148/cb13934907m#foaf:Person
Mme. Kirkby Lunn	Kirkby Lunn, Louise (1873-1930)	http://data.bnf.fr/ark:/12148/cb13934907m#foaf:Person
Mme. Louise Kirkby Lunn	Kirkby Lunn, Louise (1873-1930)	http://data.bnf.fr/ark:/12148/cb13934907m#foaf:Person
Anna Petrovna Markova-Vinogradskaia	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
Anna Petrovna Kern	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
Kern	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
A P Kern	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
A. P. Kern	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
Mme Kern	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
Mme Anna Petrovna Kern	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
Mme. Kern	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
Mme. Anna Petrovna Kern	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
Anna Petrovna Markova- Vinogradskaia	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
Anna Petrovna Markova-Vinogradskaâ	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
Anna Petrovna Markova- Vinogradskaâ	Kern, Anna Petrovna (1800-1879)	http://data.bnf.fr/ark:/12148/cb134782633#foaf:Person
Nina Kochitz	Kosič, Nina Pavlovna (1894-1965)	http://data.bnf.fr/ark:/12148/cb140198338#foaf:Person	http://www.idref.fr/157587258
Nina Pavlovna Kosič	Kosič, Nina Pavlovna (1894-1965)	http://data.bnf.fr/ark:/12148/cb140198338#foaf:Person	http://www.idref.fr/157587258
Kosič	Kosič, Nina Pavlovna (1894-1965)	http://data.bnf.fr/ark:/12148/cb140198338#foaf:Person	http://www.idref.fr/157587258
N P Kosič	Kosič, Nina Pavlovna (1894-1965)	http://data.bnf.fr/ark:/12148/cb140198338#foaf:Person	http://www.idref.fr/157587258
N. P. Kosič	Kosič, Nina Pavlovna (1894-1965)	http://data.bnf.fr/ark:/12148/cb140198338#foaf:Person	http://www.idref.fr/157587258
Mme Kosič	Kosič, Nina Pavlovna (1894-1965)	http://data.bnf.fr/ark:/12148/cb140198338#foaf:Person	http://www.idref.fr/157587258
Mme Nina Pavlovna Kosič	Kosič, Nina Pavlovna (1894-1965)	http://data.bnf.fr/ark:/12148/cb140198338#foaf:Person	http://www.idref.fr/157587258
Mme. Kosič	Kosič, Nina Pavlovna (1894-1965)	http://data.bnf.fr/ark:/12148/cb140198338#foaf:Person	http://www.idref.fr/157587258
Mme. Nina Pavlovna Kosič	Kosič, Nina Pavlovna (1894-1965)	http://data.bnf.fr/ark:/12148/cb140198338#foaf:Person	http://www.idref.fr/157587258
Mamari Koulibaly	Koulibaly, Mamari Biton (1675-1755)	http://data.bnf.fr/ark:/12148/cb162290091#foaf:Person	http://www.idref.fr/151598835
Mamari Biton Koulibaly	Koulibaly, Mamari Biton (1675-1755)	http://data.bnf.fr/ark:/12148/cb162290091#foaf:Person	http://www.idref.fr/151598835
Koulibaly	Koulibaly, Mamari Biton (1675-1755)	http://data.bnf.fr/ark:/12148/cb162290091#foaf:Person	http://www.idref.fr/151598835
M B Koulibaly	Koulibaly, Mamari Biton (1675-1755)	http://data.bnf.fr/ark:/12148/cb162290091#foaf:Person	http://www.idref.fr/151598835
M. B. Koulibaly	Koulibaly, Mamari Biton (1675-1755)	http://data.bnf.fr/ark:/12148/cb162290091#foaf:Person	http://www.idref.fr/151598835
M Koulibaly	Koulibaly, Mamari Biton (1675-1755)	http://data.bnf.fr/ark:/12148/cb162290091#foaf:Person	http://www.idref.fr/151598835
M Mamari Biton Koulibaly	Koulibaly, Mamari Biton (1675-1755)	http://data.bnf.fr/ark:/12148/cb162290091#foaf:Person	http://www.idref.fr/151598835
M. Koulibaly	Koulibaly, Mamari Biton (1675-1755)	http://data.bnf.fr/ark:/12148/cb162290091#foaf:Person	http://www.idref.fr/151598835
M. Mamari Biton Koulibaly	Koulibaly, Mamari Biton (1675-1755)	http://data.bnf.fr/ark:/12148/cb162290091#foaf:Person	http://www.idref.fr/151598835
Biton Koulibaly	Koulibaly, Mamari Biton (1675-1755)	http://data.bnf.fr/ark:/12148/cb162290091#foaf:Person	http://www.idref.fr/151598835
Thilo Krumbach	Krumbach, Thilo (1874--)	http://data.bnf.fr/ark:/12148/cb124182700#foaf:Person	http://www.idref.fr/033302766
Krumbach	Krumbach, Thilo (1874--)	http://data.bnf.fr/ark:/12148/cb124182700#foaf:Person	http://www.idref.fr/033302766
T Krumbach	Krumbach, Thilo (1874--)	http://data.bnf.fr/ark:/12148/cb124182700#foaf:Person	http://www.idref.fr/033302766
T. Krumbach	Krumbach, Thilo (1874--)	http://data.bnf.fr/ark:/12148/cb124182700#foaf:Person	http://www.idref.fr/033302766
M Krumbach	Krumbach, Thilo (1874--)	http://data.bnf.fr/ark:/12148/cb124182700#foaf:Person	http://www.idref.fr/033302766
M Thilo Krumbach	Krumbach, Thilo (1874--)	http://data.bnf.fr/ark:/12148/cb124182700#foaf:Person	http://www.idref.fr/033302766
M. Krumbach	Krumbach, Thilo (1874--)	http://data.bnf.fr/ark:/12148/cb124182700#foaf:Person	http://www.idref.fr/033302766
M. Thilo Krumbach	Krumbach, Thilo (1874--)	http://data.bnf.fr/ark:/12148/cb124182700#foaf:Person	http://www.idref.fr/033302766
Alois Keller	Keller, Alois (1788-1866)	http://data.bnf.fr/ark:/12148/cb13577159h#foaf:Person
Keller	Keller, Alois (1788-1866)	http://data.bnf.fr/ark:/12148/cb13577159h#foaf:Person
A Keller	Keller, Alois (1788-1866)	http://data.bnf.fr/ark:/12148/cb13577159h#foaf:Person
A. Keller	Keller, Alois (1788-1866)	http://data.bnf.fr/ark:/12148/cb13577159h#foaf:Person
M Keller	Keller, Alois (1788-1866)	http://data.bnf.fr/ark:/12148/cb13577159h#foaf:Person
M Alois Keller	Keller, Alois (1788-1866)	http://data.bnf.fr/ark:/12148/cb13577159h#foaf:Person
M. Keller	Keller, Alois (1788-1866)	http://data.bnf.fr/ark:/12148/cb13577159h#foaf:Person
M. Alois Keller	Keller, Alois (1788-1866)	http://data.bnf.fr/ark:/12148/cb13577159h#foaf:Person
Antonín Kamel	Kammel, Antonín (1730-1784)	http://data.bnf.fr/ark:/12148/cb14801308x#foaf:Person
Antonín Kammel	Kammel, Antonín (1730-1784)	http://data.bnf.fr/ark:/12148/cb14801308x#foaf:Person
Kammel	Kammel, Antonín (1730-1784)	http://data.bnf.fr/ark:/12148/cb14801308x#foaf:Person
A Kammel	Kammel, Antonín (1730-1784)	http://data.bnf.fr/ark:/12148/cb14801308x#foaf:Person
A. Kammel	Kammel, Antonín (1730-1784)	http://data.bnf.fr/ark:/12148/cb14801308x#foaf:Person
M Kammel	Kammel, Antonín (1730-1784)	http://data.bnf.fr/ark:/12148/cb14801308x#foaf:Person
M Antonín Kammel	Kammel, Antonín (1730-1784)	http://data.bnf.fr/ark:/12148/cb14801308x#foaf:Person
M. Kammel	Kammel, Antonín (1730-1784)	http://data.bnf.fr/ark:/12148/cb14801308x#foaf:Person
M. Antonín Kammel	Kammel, Antonín (1730-1784)	http://data.bnf.fr/ark:/12148/cb14801308x#foaf:Person
Anton Kammel	Kammel, Antonín (1730-1784)	http://data.bnf.fr/ark:/12148/cb14801308x#foaf:Person
Antonín Cammell	Kammel, Antonín (1730-1784)	http://data.bnf.fr/ark:/12148/cb14801308x#foaf:Person
Georgius Gothofredus Keuffel	Keuffel, Georg Gottfried (1698-1771)	http://data.bnf.fr/ark:/12148/cb125700629#foaf:Person
Georg Gottfried Keuffel	Keuffel, Georg Gottfried (1698-1771)	http://data.bnf.fr/ark:/12148/cb125700629#foaf:Person
Keuffel	Keuffel, Georg Gottfried (1698-1771)	http://data.bnf.fr/ark:/12148/cb125700629#foaf:Person
G G Keuffel	Keuffel, Georg Gottfried (1698-1771)	http://data.bnf.fr/ark:/12148/cb125700629#foaf:Person
G. G. Keuffel	Keuffel, Georg Gottfried (1698-1771)	http://data.bnf.fr/ark:/12148/cb125700629#foaf:Person
M Keuffel	Keuffel, Georg Gottfried (1698-1771)	http://data.bnf.fr/ark:/12148/cb125700629#foaf:Person
M Georg Gottfried Keuffel	Keuffel, Georg Gottfried (1698-1771)	http://data.bnf.fr/ark:/12148/cb125700629#foaf:Person
M. Keuffel	Keuffel, Georg Gottfried (1698-1771)	http://data.bnf.fr/ark:/12148/cb125700629#foaf:Person
M. Georg Gottfried Keuffel	Keuffel, Georg Gottfried (1698-1771)	http://data.bnf.fr/ark:/12148/cb125700629#foaf:Person
Nicolas Michel Krick	Krick, Nicolas (1819-1854)	http://data.bnf.fr/ark:/12148/cb13565165r#foaf:Person	http://www.idref.fr/05257301X
Nicolas Krick	Krick, Nicolas (1819-1854)	http://data.bnf.fr/ark:/12148/cb13565165r#foaf:Person	http://www.idref.fr/05257301X
Krick	Krick, Nicolas (1819-1854)	http://data.bnf.fr/ark:/12148/cb13565165r#foaf:Person	http://www.idref.fr/05257301X
N Krick	Krick, Nicolas (1819-1854)	http://data.bnf.fr/ark:/12148/cb13565165r#foaf:Person	http://www.idref.fr/05257301X
N. Krick	Krick, Nicolas (1819-1854)	http://data.bnf.fr/ark:/12148/cb13565165r#foaf:Person	http://www.idref.fr/05257301X
M Krick	Krick, Nicolas (1819-1854)	http://data.bnf.fr/ark:/12148/cb13565165r#foaf:Person	http://www.idref.fr/05257301X
M Nicolas Krick	Krick, Nicolas (1819-1854)	http://data.bnf.fr/ark:/12148/cb13565165r#foaf:Person	http://www.idref.fr/05257301X
M. Krick	Krick, Nicolas (1819-1854)	http://data.bnf.fr/ark:/12148/cb13565165r#foaf:Person	http://www.idref.fr/05257301X
M. Nicolas Krick	Krick, Nicolas (1819-1854)	http://data.bnf.fr/ark:/12148/cb13565165r#foaf:Person	http://www.idref.fr/05257301X
August Krogh	Krogh, August (1874-1949)	http://data.bnf.fr/ark:/12148/cb13508500r#foaf:Person	http://www.idref.fr/050273183
Krogh	Krogh, August (1874-1949)	http://data.bnf.fr/ark:/12148/cb13508500r#foaf:Person	http://www.idref.fr/050273183
A Krogh	Krogh, August (1874-1949)	http://data.bnf.fr/ark:/12148/cb13508500r#foaf:Person	http://www.idref.fr/050273183
A. Krogh	Krogh, August (1874-1949)	http://data.bnf.fr/ark:/12148/cb13508500r#foaf:Person	http://www.idref.fr/050273183
M Krogh	Krogh, August (1874-1949)	http://data.bnf.fr/ark:/12148/cb13508500r#foaf:Person	http://www.idref.fr/050273183
M August Krogh	Krogh, August (1874-1949)	http://data.bnf.fr/ark:/12148/cb13508500r#foaf:Person	http://www.idref.fr/050273183
M. Krogh	Krogh, August (1874-1949)	http://data.bnf.fr/ark:/12148/cb13508500r#foaf:Person	http://www.idref.fr/050273183
M. August Krogh	Krogh, August (1874-1949)	http://data.bnf.fr/ark:/12148/cb13508500r#foaf:Person	http://www.idref.fr/050273183
 Khai Dinh	Khai Dinh, (1885-1925)	http://data.bnf.fr/ark:/12148/cb16669764m#foaf:Person
Khai Dinh	Khai Dinh, (1885-1925)	http://data.bnf.fr/ark:/12148/cb16669764m#foaf:Person
 Khai Dinh	Khai Dinh, (1885-1925)	http://data.bnf.fr/ark:/12148/cb16669764m#foaf:Person
. Khai Dinh	Khai Dinh, (1885-1925)	http://data.bnf.fr/ark:/12148/cb16669764m#foaf:Person
M Khai Dinh	Khai Dinh, (1885-1925)	http://data.bnf.fr/ark:/12148/cb16669764m#foaf:Person
M  Khai Dinh	Khai Dinh, (1885-1925)	http://data.bnf.fr/ark:/12148/cb16669764m#foaf:Person
M. Khai Dinh	Khai Dinh, (1885-1925)	http://data.bnf.fr/ark:/12148/cb16669764m#foaf:Person
M.  Khai Dinh	Khai Dinh, (1885-1925)	http://data.bnf.fr/ark:/12148/cb16669764m#foaf:Person
Konrad Kühner	Kühner, Conrad (1851-1909)	http://data.bnf.fr/ark:/12148/cb14841624t#foaf:Person	http://www.idref.fr/174378440
Conrad Kühner	Kühner, Conrad (1851-1909)	http://data.bnf.fr/ark:/12148/cb14841624t#foaf:Person	http://www.idref.fr/174378440
Kühner	Kühner, Conrad (1851-1909)	http://data.bnf.fr/ark:/12148/cb14841624t#foaf:Person	http://www.idref.fr/174378440
C Kühner	Kühner, Conrad (1851-1909)	http://data.bnf.fr/ark:/12148/cb14841624t#foaf:Person	http://www.idref.fr/174378440
C. Kühner	Kühner, Conrad (1851-1909)	http://data.bnf.fr/ark:/12148/cb14841624t#foaf:Person	http://www.idref.fr/174378440
M Kühner	Kühner, Conrad (1851-1909)	http://data.bnf.fr/ark:/12148/cb14841624t#foaf:Person	http://www.idref.fr/174378440
M Conrad Kühner	Kühner, Conrad (1851-1909)	http://data.bnf.fr/ark:/12148/cb14841624t#foaf:Person	http://www.idref.fr/174378440
M. Kühner	Kühner, Conrad (1851-1909)	http://data.bnf.fr/ark:/12148/cb14841624t#foaf:Person	http://www.idref.fr/174378440
M. Conrad Kühner	Kühner, Conrad (1851-1909)	http://data.bnf.fr/ark:/12148/cb14841624t#foaf:Person	http://www.idref.fr/174378440
Mohamed ben Jaafar Kettani	Kattānī, Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al (1857-1927)	http://data.bnf.fr/ark:/12148/cb162310513#foaf:Person
Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al Kattānī	Kattānī, Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al (1857-1927)	http://data.bnf.fr/ark:/12148/cb162310513#foaf:Person
Kattānī	Kattānī, Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al (1857-1927)	http://data.bnf.fr/ark:/12148/cb162310513#foaf:Person
M Ǧ A A A Kattānī	Kattānī, Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al (1857-1927)	http://data.bnf.fr/ark:/12148/cb162310513#foaf:Person
M. Ǧ. A. A. A. Kattānī	Kattānī, Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al (1857-1927)	http://data.bnf.fr/ark:/12148/cb162310513#foaf:Person
M Kattānī	Kattānī, Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al (1857-1927)	http://data.bnf.fr/ark:/12148/cb162310513#foaf:Person
M Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al Kattānī	Kattānī, Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al (1857-1927)	http://data.bnf.fr/ark:/12148/cb162310513#foaf:Person
M. Kattānī	Kattānī, Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al (1857-1927)	http://data.bnf.fr/ark:/12148/cb162310513#foaf:Person
M. Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al Kattānī	Kattānī, Muḥammad ibn Ǧaʿfar Abū ʿAbd Allâh al (1857-1927)	http://data.bnf.fr/ark:/12148/cb162310513#foaf:Person
Rodolphe Kreutzer	Kreutzer, Rodolphe (1766-1831)	http://data.bnf.fr/ark:/12148/cb12493995q#foaf:Person	http://dbpedia.org/resource/Rodolphe_Kreutzer	http://www.idref.fr/034153454
Kreutzer	Kreutzer, Rodolphe (1766-1831)	http://data.bnf.fr/ark:/12148/cb12493995q#foaf:Person	http://dbpedia.org/resource/Rodolphe_Kreutzer	http://www.idref.fr/034153454
R Kreutzer	Kreutzer, Rodolphe (1766-1831)	http://data.bnf.fr/ark:/12148/cb12493995q#foaf:Person	http://dbpedia.org/resource/Rodolphe_Kreutzer	http://www.idref.fr/034153454
R. Kreutzer	Kreutzer, Rodolphe (1766-1831)	http://data.bnf.fr/ark:/12148/cb12493995q#foaf:Person	http://dbpedia.org/resource/Rodolphe_Kreutzer	http://www.idref.fr/034153454
M Kreutzer	Kreutzer, Rodolphe (1766-1831)	http://data.bnf.fr/ark:/12148/cb12493995q#foaf:Person	http://dbpedia.org/resource/Rodolphe_Kreutzer	http://www.idref.fr/034153454
M Rodolphe Kreutzer	Kreutzer, Rodolphe (1766-1831)	http://data.bnf.fr/ark:/12148/cb12493995q#foaf:Person	http://dbpedia.org/resource/Rodolphe_Kreutzer	http://www.idref.fr/034153454
M. Kreutzer	Kreutzer, Rodolphe (1766-1831)	http://data.bnf.fr/ark:/12148/cb12493995q#foaf:Person	http://dbpedia.org/resource/Rodolphe_Kreutzer	http://www.idref.fr/034153454
M. Rodolphe Kreutzer	Kreutzer, Rodolphe (1766-1831)	http://data.bnf.fr/ark:/12148/cb12493995q#foaf:Person	http://dbpedia.org/resource/Rodolphe_Kreutzer	http://www.idref.fr/034153454
Hilma Af Klint	Klint, Hilma af (1862-1944)	http://data.bnf.fr/ark:/12148/cb12269432x#foaf:Person	http://www.idref.fr/031488854
Hilma af Klint	Klint, Hilma af (1862-1944)	http://data.bnf.fr/ark:/12148/cb12269432x#foaf:Person	http://www.idref.fr/031488854
Klint	Klint, Hilma af (1862-1944)	http://data.bnf.fr/ark:/12148/cb12269432x#foaf:Person	http://www.idref.fr/031488854
H Klint	Klint, Hilma af (1862-1944)	http://data.bnf.fr/ark:/12148/cb12269432x#foaf:Person	http://www.idref.fr/031488854
