William Harrison Woodward	Woodward, William Harrison (1856-1941)	http://data.bnf.fr/ark:/12148/cb16761475p#foaf:Person	http://www.idref.fr/133850870
N Weber	Weber, Norbert (1870-1956)	http://data.bnf.fr/ark:/12148/cb15503115r#foaf:Person
N. Weber	Weber, Norbert (1870-1956)	http://data.bnf.fr/ark:/12148/cb15503115r#foaf:Person
M Weber	Weber, Norbert (1870-1956)	http://data.bnf.fr/ark:/12148/cb15503115r#foaf:Person
M Norbert Weber	Weber, Norbert (1870-1956)	http://data.bnf.fr/ark:/12148/cb15503115r#foaf:Person
M. Weber	Weber, Norbert (1870-1956)	http://data.bnf.fr/ark:/12148/cb15503115r#foaf:Person
M. Norbert Weber	Weber, Norbert (1870-1956)	http://data.bnf.fr/ark:/12148/cb15503115r#foaf:Person
Johann Jakob Walter	Walter, Johann (1604-1677)	http://data.bnf.fr/ark:/12148/cb12465228h#foaf:Person	http://www.idref.fr/033072175
Johann Walter	Walter, Johann (1604-1677)	http://data.bnf.fr/ark:/12148/cb12465228h#foaf:Person	http://www.idref.fr/033072175
Walter	Walter, Johann (1604-1677)	http://data.bnf.fr/ark:/12148/cb12465228h#foaf:Person	http://www.idref.fr/033072175
J Walter	Walter, Johann (1604-1677)	http://data.bnf.fr/ark:/12148/cb12465228h#foaf:Person	http://www.idref.fr/033072175
J. Walter	Walter, Johann (1604-1677)	http://data.bnf.fr/ark:/12148/cb12465228h#foaf:Person	http://www.idref.fr/033072175
M Walter	Walter, Johann (1604-1677)	http://data.bnf.fr/ark:/12148/cb12465228h#foaf:Person	http://www.idref.fr/033072175
M Johann Walter	Walter, Johann (1604-1677)	http://data.bnf.fr/ark:/12148/cb12465228h#foaf:Person	http://www.idref.fr/033072175
M. Walter	Walter, Johann (1604-1677)	http://data.bnf.fr/ark:/12148/cb12465228h#foaf:Person	http://www.idref.fr/033072175
M. Johann Walter	Walter, Johann (1604-1677)	http://data.bnf.fr/ark:/12148/cb12465228h#foaf:Person	http://www.idref.fr/033072175
Johann Carl Wezel	Wezel, Johann Karl (1747-1819)	http://data.bnf.fr/ark:/12148/cb12175639z#foaf:Person	http://www.idref.fr/030315360
Johann Karl Wezel	Wezel, Johann Karl (1747-1819)	http://data.bnf.fr/ark:/12148/cb12175639z#foaf:Person	http://www.idref.fr/030315360
Wezel	Wezel, Johann Karl (1747-1819)	http://data.bnf.fr/ark:/12148/cb12175639z#foaf:Person	http://www.idref.fr/030315360
J K Wezel	Wezel, Johann Karl (1747-1819)	http://data.bnf.fr/ark:/12148/cb12175639z#foaf:Person	http://www.idref.fr/030315360
J. K. Wezel	Wezel, Johann Karl (1747-1819)	http://data.bnf.fr/ark:/12148/cb12175639z#foaf:Person	http://www.idref.fr/030315360
M Wezel	Wezel, Johann Karl (1747-1819)	http://data.bnf.fr/ark:/12148/cb12175639z#foaf:Person	http://www.idref.fr/030315360
M Johann Karl Wezel	Wezel, Johann Karl (1747-1819)	http://data.bnf.fr/ark:/12148/cb12175639z#foaf:Person	http://www.idref.fr/030315360
M. Wezel	Wezel, Johann Karl (1747-1819)	http://data.bnf.fr/ark:/12148/cb12175639z#foaf:Person	http://www.idref.fr/030315360
M. Johann Karl Wezel	Wezel, Johann Karl (1747-1819)	http://data.bnf.fr/ark:/12148/cb12175639z#foaf:Person	http://www.idref.fr/030315360
Paulus de Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
Paul von Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
von Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
Von Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
P Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
P. Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
P von Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
P Von Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
P. Von Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
P. von Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
M von Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
M Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
M Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
M Paul von Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
M. Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
M. Paul von Winterfeld	Winterfeld, Paul von (1872-1905)	http://data.bnf.fr/ark:/12148/cb12498441m#foaf:Person	http://www.idref.fr/034202927
Hermann von Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
von Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
Von Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
H Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
H. Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
H von Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
H Von Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
H. Von Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
H. von Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
M von Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
M Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
M Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
M Hermann von Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
M. Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
M. Hermann von Weinsberg	Weinsberg, Hermann von (1518-1597)	http://data.bnf.fr/ark:/12148/cb12523106s#foaf:Person	http://www.idref.fr/123541328
Dorothy Wrinch	Wrinch, Dorothy (1894-1976)	http://data.bnf.fr/ark:/12148/cb16673455k#foaf:Person
Wrinch	Wrinch, Dorothy (1894-1976)	http://data.bnf.fr/ark:/12148/cb16673455k#foaf:Person
D Wrinch	Wrinch, Dorothy (1894-1976)	http://data.bnf.fr/ark:/12148/cb16673455k#foaf:Person
D. Wrinch	Wrinch, Dorothy (1894-1976)	http://data.bnf.fr/ark:/12148/cb16673455k#foaf:Person
Mme Wrinch	Wrinch, Dorothy (1894-1976)	http://data.bnf.fr/ark:/12148/cb16673455k#foaf:Person
Mme Dorothy Wrinch	Wrinch, Dorothy (1894-1976)	http://data.bnf.fr/ark:/12148/cb16673455k#foaf:Person
Mme. Wrinch	Wrinch, Dorothy (1894-1976)	http://data.bnf.fr/ark:/12148/cb16673455k#foaf:Person
Mme. Dorothy Wrinch	Wrinch, Dorothy (1894-1976)	http://data.bnf.fr/ark:/12148/cb16673455k#foaf:Person
Denis Wright	Wright, Denis (1895-1967)	http://data.bnf.fr/ark:/12148/cb139470746#foaf:Person
Wright	Wright, Denis (1895-1967)	http://data.bnf.fr/ark:/12148/cb139470746#foaf:Person
D Wright	Wright, Denis (1895-1967)	http://data.bnf.fr/ark:/12148/cb139470746#foaf:Person
D. Wright	Wright, Denis (1895-1967)	http://data.bnf.fr/ark:/12148/cb139470746#foaf:Person
M Wright	Wright, Denis (1895-1967)	http://data.bnf.fr/ark:/12148/cb139470746#foaf:Person
M Denis Wright	Wright, Denis (1895-1967)	http://data.bnf.fr/ark:/12148/cb139470746#foaf:Person
M. Wright	Wright, Denis (1895-1967)	http://data.bnf.fr/ark:/12148/cb139470746#foaf:Person
M. Denis Wright	Wright, Denis (1895-1967)	http://data.bnf.fr/ark:/12148/cb139470746#foaf:Person
Joannes Welperus	Welper, Johann (1642-1720)	http://data.bnf.fr/ark:/12148/cb160636269#foaf:Person	http://www.idref.fr/151612706
Johann Welper	Welper, Johann (1642-1720)	http://data.bnf.fr/ark:/12148/cb160636269#foaf:Person	http://www.idref.fr/151612706
Welper	Welper, Johann (1642-1720)	http://data.bnf.fr/ark:/12148/cb160636269#foaf:Person	http://www.idref.fr/151612706
J Welper	Welper, Johann (1642-1720)	http://data.bnf.fr/ark:/12148/cb160636269#foaf:Person	http://www.idref.fr/151612706
J. Welper	Welper, Johann (1642-1720)	http://data.bnf.fr/ark:/12148/cb160636269#foaf:Person	http://www.idref.fr/151612706
M Welper	Welper, Johann (1642-1720)	http://data.bnf.fr/ark:/12148/cb160636269#foaf:Person	http://www.idref.fr/151612706
M Johann Welper	Welper, Johann (1642-1720)	http://data.bnf.fr/ark:/12148/cb160636269#foaf:Person	http://www.idref.fr/151612706
M. Welper	Welper, Johann (1642-1720)	http://data.bnf.fr/ark:/12148/cb160636269#foaf:Person	http://www.idref.fr/151612706
M. Johann Welper	Welper, Johann (1642-1720)	http://data.bnf.fr/ark:/12148/cb160636269#foaf:Person	http://www.idref.fr/151612706
Alois Wenzl	Wenzl, Aloys (1887-1967)	http://data.bnf.fr/ark:/12148/cb124297239#foaf:Person	http://www.idref.fr/067024548
Aloys Wenzl	Wenzl, Aloys (1887-1967)	http://data.bnf.fr/ark:/12148/cb124297239#foaf:Person	http://www.idref.fr/067024548
Wenzl	Wenzl, Aloys (1887-1967)	http://data.bnf.fr/ark:/12148/cb124297239#foaf:Person	http://www.idref.fr/067024548
A Wenzl	Wenzl, Aloys (1887-1967)	http://data.bnf.fr/ark:/12148/cb124297239#foaf:Person	http://www.idref.fr/067024548
A. Wenzl	Wenzl, Aloys (1887-1967)	http://data.bnf.fr/ark:/12148/cb124297239#foaf:Person	http://www.idref.fr/067024548
M Wenzl	Wenzl, Aloys (1887-1967)	http://data.bnf.fr/ark:/12148/cb124297239#foaf:Person	http://www.idref.fr/067024548
M Aloys Wenzl	Wenzl, Aloys (1887-1967)	http://data.bnf.fr/ark:/12148/cb124297239#foaf:Person	http://www.idref.fr/067024548
M. Wenzl	Wenzl, Aloys (1887-1967)	http://data.bnf.fr/ark:/12148/cb124297239#foaf:Person	http://www.idref.fr/067024548
M. Aloys Wenzl	Wenzl, Aloys (1887-1967)	http://data.bnf.fr/ark:/12148/cb124297239#foaf:Person	http://www.idref.fr/067024548
James Howard Williams	Williams, James Howard (1897-1958)	http://data.bnf.fr/ark:/12148/cb106484153#foaf:Person	http://www.idref.fr/075547902
Williams	Williams, James Howard (1897-1958)	http://data.bnf.fr/ark:/12148/cb106484153#foaf:Person	http://www.idref.fr/075547902
J H Williams	Williams, James Howard (1897-1958)	http://data.bnf.fr/ark:/12148/cb106484153#foaf:Person	http://www.idref.fr/075547902
J. H. Williams	Williams, James Howard (1897-1958)	http://data.bnf.fr/ark:/12148/cb106484153#foaf:Person	http://www.idref.fr/075547902
M Williams	Williams, James Howard (1897-1958)	http://data.bnf.fr/ark:/12148/cb106484153#foaf:Person	http://www.idref.fr/075547902
M James Howard Williams	Williams, James Howard (1897-1958)	http://data.bnf.fr/ark:/12148/cb106484153#foaf:Person	http://www.idref.fr/075547902
M. Williams	Williams, James Howard (1897-1958)	http://data.bnf.fr/ark:/12148/cb106484153#foaf:Person	http://www.idref.fr/075547902
M. James Howard Williams	Williams, James Howard (1897-1958)	http://data.bnf.fr/ark:/12148/cb106484153#foaf:Person	http://www.idref.fr/075547902
George Montard Woodward	Woodward, George Montard (1760-1809)	http://data.bnf.fr/ark:/12148/cb14954304g#foaf:Person
Woodward	Woodward, George Montard (1760-1809)	http://data.bnf.fr/ark:/12148/cb14954304g#foaf:Person
G M Woodward	Woodward, George Montard (1760-1809)	http://data.bnf.fr/ark:/12148/cb14954304g#foaf:Person
G. M. Woodward	Woodward, George Montard (1760-1809)	http://data.bnf.fr/ark:/12148/cb14954304g#foaf:Person
M Woodward	Woodward, George Montard (1760-1809)	http://data.bnf.fr/ark:/12148/cb14954304g#foaf:Person
M George Montard Woodward	Woodward, George Montard (1760-1809)	http://data.bnf.fr/ark:/12148/cb14954304g#foaf:Person
M. Woodward	Woodward, George Montard (1760-1809)	http://data.bnf.fr/ark:/12148/cb14954304g#foaf:Person
M. George Montard Woodward	Woodward, George Montard (1760-1809)	http://data.bnf.fr/ark:/12148/cb14954304g#foaf:Person
John II Walsh	Walsh, John (1709-1766)	http://data.bnf.fr/ark:/12148/cb16442209n#foaf:Person
John Walsh	Walsh, John (1709-1766)	http://data.bnf.fr/ark:/12148/cb16442209n#foaf:Person
Walsh	Walsh, John (1709-1766)	http://data.bnf.fr/ark:/12148/cb16442209n#foaf:Person
J Walsh	Walsh, John (1709-1766)	http://data.bnf.fr/ark:/12148/cb16442209n#foaf:Person
J. Walsh	Walsh, John (1709-1766)	http://data.bnf.fr/ark:/12148/cb16442209n#foaf:Person
M Walsh	Walsh, John (1709-1766)	http://data.bnf.fr/ark:/12148/cb16442209n#foaf:Person
M John Walsh	Walsh, John (1709-1766)	http://data.bnf.fr/ark:/12148/cb16442209n#foaf:Person
M. Walsh	Walsh, John (1709-1766)	http://data.bnf.fr/ark:/12148/cb16442209n#foaf:Person
M. John Walsh	Walsh, John (1709-1766)	http://data.bnf.fr/ark:/12148/cb16442209n#foaf:Person
John Walsh II	Walsh, John (1709-1766)	http://data.bnf.fr/ark:/12148/cb16442209n#foaf:Person
Lawrence Counselman Wroth	Wroth, Lawrence Counselman (1884-1970)	http://data.bnf.fr/ark:/12148/cb13477972r#foaf:Person
Wroth	Wroth, Lawrence Counselman (1884-1970)	http://data.bnf.fr/ark:/12148/cb13477972r#foaf:Person
L C Wroth	Wroth, Lawrence Counselman (1884-1970)	http://data.bnf.fr/ark:/12148/cb13477972r#foaf:Person
L. C. Wroth	Wroth, Lawrence Counselman (1884-1970)	http://data.bnf.fr/ark:/12148/cb13477972r#foaf:Person
M Wroth	Wroth, Lawrence Counselman (1884-1970)	http://data.bnf.fr/ark:/12148/cb13477972r#foaf:Person
M Lawrence Counselman Wroth	Wroth, Lawrence Counselman (1884-1970)	http://data.bnf.fr/ark:/12148/cb13477972r#foaf:Person
M. Wroth	Wroth, Lawrence Counselman (1884-1970)	http://data.bnf.fr/ark:/12148/cb13477972r#foaf:Person
M. Lawrence Counselman Wroth	Wroth, Lawrence Counselman (1884-1970)	http://data.bnf.fr/ark:/12148/cb13477972r#foaf:Person
Elena  Maria Whishaw	Whishaw, Ellen Mary (1857-1937)	http://data.bnf.fr/ark:/12148/cb15070773f#foaf:Person	http://www.idref.fr/069809682
Ellen Mary Whishaw	Whishaw, Ellen Mary (1857-1937)	http://data.bnf.fr/ark:/12148/cb15070773f#foaf:Person	http://www.idref.fr/069809682
Whishaw	Whishaw, Ellen Mary (1857-1937)	http://data.bnf.fr/ark:/12148/cb15070773f#foaf:Person	http://www.idref.fr/069809682
E M Whishaw	Whishaw, Ellen Mary (1857-1937)	http://data.bnf.fr/ark:/12148/cb15070773f#foaf:Person	http://www.idref.fr/069809682
E. M. Whishaw	Whishaw, Ellen Mary (1857-1937)	http://data.bnf.fr/ark:/12148/cb15070773f#foaf:Person	http://www.idref.fr/069809682
Mme Whishaw	Whishaw, Ellen Mary (1857-1937)	http://data.bnf.fr/ark:/12148/cb15070773f#foaf:Person	http://www.idref.fr/069809682
Mme Ellen Mary Whishaw	Whishaw, Ellen Mary (1857-1937)	http://data.bnf.fr/ark:/12148/cb15070773f#foaf:Person	http://www.idref.fr/069809682
Mme. Whishaw	Whishaw, Ellen Mary (1857-1937)	http://data.bnf.fr/ark:/12148/cb15070773f#foaf:Person	http://www.idref.fr/069809682
Mme. Ellen Mary Whishaw	Whishaw, Ellen Mary (1857-1937)	http://data.bnf.fr/ark:/12148/cb15070773f#foaf:Person	http://www.idref.fr/069809682
Wilhelm von Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
Karl Wilhelm von Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
von Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
Von Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
K W Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
K. W. Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
K W von Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
K W Von Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
K. W. Von Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
K. W. von Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
M von Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
M Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
M Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
M Karl Wilhelm von Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
M. Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
M. Karl Wilhelm von Willisen	Willisen, Karl Wilhelm von (1790-1879)	http://data.bnf.fr/ark:/12148/cb13011631z#foaf:Person	http://dbpedia.org/resource/Karl_Wilhelm_von_Willisen	http://www.idref.fr/083227547
Benjamin Weill	Weill Hallé, Benjamin (1875-1958)	http://data.bnf.fr/ark:/12148/cb13024144v#foaf:Person	http://www.idref.fr/087948079
Benjamin Weill Hallé	Weill Hallé, Benjamin (1875-1958)	http://data.bnf.fr/ark:/12148/cb13024144v#foaf:Person	http://www.idref.fr/087948079
Weill Hallé	Weill Hallé, Benjamin (1875-1958)	http://data.bnf.fr/ark:/12148/cb13024144v#foaf:Person	http://www.idref.fr/087948079
B Weill Hallé	Weill Hallé, Benjamin (1875-1958)	http://data.bnf.fr/ark:/12148/cb13024144v#foaf:Person	http://www.idref.fr/087948079
B. Weill Hallé	Weill Hallé, Benjamin (1875-1958)	http://data.bnf.fr/ark:/12148/cb13024144v#foaf:Person	http://www.idref.fr/087948079
M Weill Hallé	Weill Hallé, Benjamin (1875-1958)	http://data.bnf.fr/ark:/12148/cb13024144v#foaf:Person	http://www.idref.fr/087948079
M Benjamin Weill Hallé	Weill Hallé, Benjamin (1875-1958)	http://data.bnf.fr/ark:/12148/cb13024144v#foaf:Person	http://www.idref.fr/087948079
M. Weill Hallé	Weill Hallé, Benjamin (1875-1958)	http://data.bnf.fr/ark:/12148/cb13024144v#foaf:Person	http://www.idref.fr/087948079
M. Benjamin Weill Hallé	Weill Hallé, Benjamin (1875-1958)	http://data.bnf.fr/ark:/12148/cb13024144v#foaf:Person	http://www.idref.fr/087948079
Benjamin Weill- Hallé	Weill Hallé, Benjamin (1875-1958)	http://data.bnf.fr/ark:/12148/cb13024144v#foaf:Person	http://www.idref.fr/087948079
Benjamin Weil	Weill Hallé, Benjamin (1875-1958)	http://data.bnf.fr/ark:/12148/cb13024144v#foaf:Person	http://www.idref.fr/087948079
Jacques Weiss	Weiss, Jacques (1894-1987)	http://data.bnf.fr/ark:/12148/cb11929037s#foaf:Person	http://www.idref.fr/027194930
