Theodor von Zahn	Zahn, Theodor (1838-1933)	http://data.bnf.fr/ark:/12148/cb125179836#foaf:Person	http://www.idref.fr/074066978
Zimmermann	Zimmermann, Eberhard August Wilhelm von (1743-1815)	http://data.bnf.fr/ark:/12148/cb12330956p#foaf:Person	http://dbpedia.org/resource/Eberhard_August_Wilhelm_von_Zimmermann	http://www.idref.fr/067041280
M von Zimmermann	Zimmermann, Eberhard August Wilhelm von (1743-1815)	http://data.bnf.fr/ark:/12148/cb12330956p#foaf:Person	http://dbpedia.org/resource/Eberhard_August_Wilhelm_von_Zimmermann	http://www.idref.fr/067041280
M. Von Zimmermann	Zimmermann, Eberhard August Wilhelm von (1743-1815)	http://data.bnf.fr/ark:/12148/cb12330956p#foaf:Person	http://dbpedia.org/resource/Eberhard_August_Wilhelm_von_Zimmermann	http://www.idref.fr/067041280
E. A. W. von Zimmermann	Zimmermann, Eberhard August Wilhelm von (1743-1815)	http://data.bnf.fr/ark:/12148/cb12330956p#foaf:Person	http://dbpedia.org/resource/Eberhard_August_Wilhelm_von_Zimmermann	http://www.idref.fr/067041280
E A W Zimmermann	Zimmermann, Eberhard August Wilhelm von (1743-1815)	http://data.bnf.fr/ark:/12148/cb12330956p#foaf:Person	http://dbpedia.org/resource/Eberhard_August_Wilhelm_von_Zimmermann	http://www.idref.fr/067041280
M. von Zimmermann	Zimmermann, Eberhard August Wilhelm von (1743-1815)	http://data.bnf.fr/ark:/12148/cb12330956p#foaf:Person	http://dbpedia.org/resource/Eberhard_August_Wilhelm_von_Zimmermann	http://www.idref.fr/067041280
E A W Von Zimmermann	Zimmermann, Eberhard August Wilhelm von (1743-1815)	http://data.bnf.fr/ark:/12148/cb12330956p#foaf:Person	http://dbpedia.org/resource/Eberhard_August_Wilhelm_von_Zimmermann	http://www.idref.fr/067041280
M Eberhard August Wilhelm von Zimmermann	Zimmermann, Eberhard August Wilhelm von (1743-1815)	http://data.bnf.fr/ark:/12148/cb12330956p#foaf:Person	http://dbpedia.org/resource/Eberhard_August_Wilhelm_von_Zimmermann	http://www.idref.fr/067041280
E A W von Zimmermann	Zimmermann, Eberhard August Wilhelm von (1743-1815)	http://data.bnf.fr/ark:/12148/cb12330956p#foaf:Person	http://dbpedia.org/resource/Eberhard_August_Wilhelm_von_Zimmermann	http://www.idref.fr/067041280
M. Eberhard August Wilhelm von Zimmermann	Zimmermann, Eberhard August Wilhelm von (1743-1815)	http://data.bnf.fr/ark:/12148/cb12330956p#foaf:Person	http://dbpedia.org/resource/Eberhard_August_Wilhelm_von_Zimmermann	http://www.idref.fr/067041280
M. Arthur Zeller	Zeller, Arthur (1881-1931)	http://data.bnf.fr/ark:/12148/cb16091342v#foaf:Person	http://www.idref.fr/138904340
M Zeller	Zeller, Arthur (1881-1931)	http://data.bnf.fr/ark:/12148/cb16091342v#foaf:Person	http://www.idref.fr/138904340
Arthur Zeller	Zeller, Arthur (1881-1931)	http://data.bnf.fr/ark:/12148/cb16091342v#foaf:Person	http://www.idref.fr/138904340
A. Zeller	Zeller, Arthur (1881-1931)	http://data.bnf.fr/ark:/12148/cb16091342v#foaf:Person	http://www.idref.fr/138904340
M Arthur Zeller	Zeller, Arthur (1881-1931)	http://data.bnf.fr/ark:/12148/cb16091342v#foaf:Person	http://www.idref.fr/138904340
Zeller	Zeller, Arthur (1881-1931)	http://data.bnf.fr/ark:/12148/cb16091342v#foaf:Person	http://www.idref.fr/138904340
M. Zeller	Zeller, Arthur (1881-1931)	http://data.bnf.fr/ark:/12148/cb16091342v#foaf:Person	http://www.idref.fr/138904340
A Zeller	Zeller, Arthur (1881-1931)	http://data.bnf.fr/ark:/12148/cb16091342v#foaf:Person	http://www.idref.fr/138904340
Niccolò Antonio Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
M. Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
N. A. Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
M. Nicola Antonio Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
M Nicola Antonio Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
N A Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
M Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
Nicola Antonio Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
Niccolò Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
Nicola Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
Nicolo Antonio Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
Nicolo Zingarelli	Zingarelli, Nicola Antonio (1752-1837)	http://data.bnf.fr/ark:/12148/cb14785463s#foaf:Person	http://dbpedia.org/resource/Niccolò_Antonio_Zingarelli
M Domenico Zanichelli	Zanichelli, Domenico (1858-1908)	http://data.bnf.fr/ark:/12148/cb157872615#foaf:Person	http://www.idref.fr/113858787
M. Domenico Zanichelli	Zanichelli, Domenico (1858-1908)	http://data.bnf.fr/ark:/12148/cb157872615#foaf:Person	http://www.idref.fr/113858787
Domenico Zanichelli	Zanichelli, Domenico (1858-1908)	http://data.bnf.fr/ark:/12148/cb157872615#foaf:Person	http://www.idref.fr/113858787
Zanichelli	Zanichelli, Domenico (1858-1908)	http://data.bnf.fr/ark:/12148/cb157872615#foaf:Person	http://www.idref.fr/113858787
M Zanichelli	Zanichelli, Domenico (1858-1908)	http://data.bnf.fr/ark:/12148/cb157872615#foaf:Person	http://www.idref.fr/113858787
M. Zanichelli	Zanichelli, Domenico (1858-1908)	http://data.bnf.fr/ark:/12148/cb157872615#foaf:Person	http://www.idref.fr/113858787
D Zanichelli	Zanichelli, Domenico (1858-1908)	http://data.bnf.fr/ark:/12148/cb157872615#foaf:Person	http://www.idref.fr/113858787
D. Zanichelli	Zanichelli, Domenico (1858-1908)	http://data.bnf.fr/ark:/12148/cb157872615#foaf:Person	http://www.idref.fr/113858787
M. Zinano	Zinano, Gabriele (1557-1635)	http://data.bnf.fr/ark:/12148/cb131640228#foaf:Person	http://www.idref.fr/034638652
G Zinano	Zinano, Gabriele (1557-1635)	http://data.bnf.fr/ark:/12148/cb131640228#foaf:Person	http://www.idref.fr/034638652
M Zinano	Zinano, Gabriele (1557-1635)	http://data.bnf.fr/ark:/12148/cb131640228#foaf:Person	http://www.idref.fr/034638652
M. Gabriele Zinano	Zinano, Gabriele (1557-1635)	http://data.bnf.fr/ark:/12148/cb131640228#foaf:Person	http://www.idref.fr/034638652
G. Zinano	Zinano, Gabriele (1557-1635)	http://data.bnf.fr/ark:/12148/cb131640228#foaf:Person	http://www.idref.fr/034638652
Zinano	Zinano, Gabriele (1557-1635)	http://data.bnf.fr/ark:/12148/cb131640228#foaf:Person	http://www.idref.fr/034638652
Gabriele Zinano	Zinano, Gabriele (1557-1635)	http://data.bnf.fr/ark:/12148/cb131640228#foaf:Person	http://www.idref.fr/034638652
M Gabriele Zinano	Zinano, Gabriele (1557-1635)	http://data.bnf.fr/ark:/12148/cb131640228#foaf:Person	http://www.idref.fr/034638652
Bernard Zimmer	Zimmer, Bernard (1893-1964)	http://data.bnf.fr/ark:/12148/cb139461131#foaf:Person	http://dbpedia.org/resource/Bernard_Zimmer	http://www.idref.fr/057201331
B. Zimmer	Zimmer, Bernard (1893-1964)	http://data.bnf.fr/ark:/12148/cb139461131#foaf:Person	http://dbpedia.org/resource/Bernard_Zimmer	http://www.idref.fr/057201331
Zimmer	Zimmer, Bernard (1893-1964)	http://data.bnf.fr/ark:/12148/cb139461131#foaf:Person	http://dbpedia.org/resource/Bernard_Zimmer	http://www.idref.fr/057201331
M. Bernard Zimmer	Zimmer, Bernard (1893-1964)	http://data.bnf.fr/ark:/12148/cb139461131#foaf:Person	http://dbpedia.org/resource/Bernard_Zimmer	http://www.idref.fr/057201331
B Zimmer	Zimmer, Bernard (1893-1964)	http://data.bnf.fr/ark:/12148/cb139461131#foaf:Person	http://dbpedia.org/resource/Bernard_Zimmer	http://www.idref.fr/057201331
M. Zimmer	Zimmer, Bernard (1893-1964)	http://data.bnf.fr/ark:/12148/cb139461131#foaf:Person	http://dbpedia.org/resource/Bernard_Zimmer	http://www.idref.fr/057201331
M Bernard Zimmer	Zimmer, Bernard (1893-1964)	http://data.bnf.fr/ark:/12148/cb139461131#foaf:Person	http://dbpedia.org/resource/Bernard_Zimmer	http://www.idref.fr/057201331
M Zimmer	Zimmer, Bernard (1893-1964)	http://data.bnf.fr/ark:/12148/cb139461131#foaf:Person	http://dbpedia.org/resource/Bernard_Zimmer	http://www.idref.fr/057201331
M. Zeuthen	Zeuthen, Hieronymus Georg (1839-1920)	http://data.bnf.fr/ark:/12148/cb12338327c#foaf:Person	http://www.idref.fr/032333374
M. Hieronymus Georg Zeuthen	Zeuthen, Hieronymus Georg (1839-1920)	http://data.bnf.fr/ark:/12148/cb12338327c#foaf:Person	http://www.idref.fr/032333374
H G Zeuthen	Zeuthen, Hieronymus Georg (1839-1920)	http://data.bnf.fr/ark:/12148/cb12338327c#foaf:Person	http://www.idref.fr/032333374
H. G. Zeuthen	Zeuthen, Hieronymus Georg (1839-1920)	http://data.bnf.fr/ark:/12148/cb12338327c#foaf:Person	http://www.idref.fr/032333374
Zeuthen	Zeuthen, Hieronymus Georg (1839-1920)	http://data.bnf.fr/ark:/12148/cb12338327c#foaf:Person	http://www.idref.fr/032333374
M Zeuthen	Zeuthen, Hieronymus Georg (1839-1920)	http://data.bnf.fr/ark:/12148/cb12338327c#foaf:Person	http://www.idref.fr/032333374
M Hieronymus Georg Zeuthen	Zeuthen, Hieronymus Georg (1839-1920)	http://data.bnf.fr/ark:/12148/cb12338327c#foaf:Person	http://www.idref.fr/032333374
Hieronymus Georg Zeuthen	Zeuthen, Hieronymus Georg (1839-1920)	http://data.bnf.fr/ark:/12148/cb12338327c#foaf:Person	http://www.idref.fr/032333374
Pacha Ziya	Ziya Paşa (1825-1880)	http://data.bnf.fr/ark:/12148/cb13333380r#foaf:Person	http://www.idref.fr/035742992
Ziya Paşa	Ziya Paşa (1825-1880)	http://data.bnf.fr/ark:/12148/cb13333380r#foaf:Person	http://www.idref.fr/035742992
M Ziya Paşa	Ziya Paşa (1825-1880)	http://data.bnf.fr/ark:/12148/cb13333380r#foaf:Person	http://www.idref.fr/035742992
M. Ziya Paşa	Ziya Paşa (1825-1880)	http://data.bnf.fr/ark:/12148/cb13333380r#foaf:Person	http://www.idref.fr/035742992
Enrico Zambonini	Zambonini, Enrico (1893-1944)	http://data.bnf.fr/ark:/12148/cb16509093v#foaf:Person	http://www.idref.fr/148094511
E. Zambonini	Zambonini, Enrico (1893-1944)	http://data.bnf.fr/ark:/12148/cb16509093v#foaf:Person	http://www.idref.fr/148094511
Zambonini	Zambonini, Enrico (1893-1944)	http://data.bnf.fr/ark:/12148/cb16509093v#foaf:Person	http://www.idref.fr/148094511
E Zambonini	Zambonini, Enrico (1893-1944)	http://data.bnf.fr/ark:/12148/cb16509093v#foaf:Person	http://www.idref.fr/148094511
M Zambonini	Zambonini, Enrico (1893-1944)	http://data.bnf.fr/ark:/12148/cb16509093v#foaf:Person	http://www.idref.fr/148094511
M Enrico Zambonini	Zambonini, Enrico (1893-1944)	http://data.bnf.fr/ark:/12148/cb16509093v#foaf:Person	http://www.idref.fr/148094511
M. Zambonini	Zambonini, Enrico (1893-1944)	http://data.bnf.fr/ark:/12148/cb16509093v#foaf:Person	http://www.idref.fr/148094511
M. Enrico Zambonini	Zambonini, Enrico (1893-1944)	http://data.bnf.fr/ark:/12148/cb16509093v#foaf:Person	http://www.idref.fr/148094511
Johan Zorro	Zorro, Joan (1250--)	http://data.bnf.fr/ark:/12148/cb15021550f#foaf:Person
M Joan Zorro	Zorro, Joan (1250--)	http://data.bnf.fr/ark:/12148/cb15021550f#foaf:Person
Zorro	Zorro, Joan (1250--)	http://data.bnf.fr/ark:/12148/cb15021550f#foaf:Person
M Zorro	Zorro, Joan (1250--)	http://data.bnf.fr/ark:/12148/cb15021550f#foaf:Person
J Zorro	Zorro, Joan (1250--)	http://data.bnf.fr/ark:/12148/cb15021550f#foaf:Person
Joan Zorro	Zorro, Joan (1250--)	http://data.bnf.fr/ark:/12148/cb15021550f#foaf:Person
M. Zorro	Zorro, Joan (1250--)	http://data.bnf.fr/ark:/12148/cb15021550f#foaf:Person
J. Zorro	Zorro, Joan (1250--)	http://data.bnf.fr/ark:/12148/cb15021550f#foaf:Person
M. Joan Zorro	Zorro, Joan (1250--)	http://data.bnf.fr/ark:/12148/cb15021550f#foaf:Person
Juan Zorro	Zorro, Joan (1250--)	http://data.bnf.fr/ark:/12148/cb15021550f#foaf:Person
Bohdan Zaleski	Zaleski, Józef Bohdan (1802-1886)	http://data.bnf.fr/ark:/12148/cb12096775k#foaf:Person	http://www.idref.fr/029315468	http://www.idref.fr/178168777
M Józef Bohdan Zaleski	Zaleski, Józef Bohdan (1802-1886)	http://data.bnf.fr/ark:/12148/cb12096775k#foaf:Person	http://www.idref.fr/029315468	http://www.idref.fr/178168777
J B Zaleski	Zaleski, Józef Bohdan (1802-1886)	http://data.bnf.fr/ark:/12148/cb12096775k#foaf:Person	http://www.idref.fr/029315468	http://www.idref.fr/178168777
J. B. Zaleski	Zaleski, Józef Bohdan (1802-1886)	http://data.bnf.fr/ark:/12148/cb12096775k#foaf:Person	http://www.idref.fr/029315468	http://www.idref.fr/178168777
M. Zaleski	Zaleski, Józef Bohdan (1802-1886)	http://data.bnf.fr/ark:/12148/cb12096775k#foaf:Person	http://www.idref.fr/029315468	http://www.idref.fr/178168777
Józef Bohdan Zaleski	Zaleski, Józef Bohdan (1802-1886)	http://data.bnf.fr/ark:/12148/cb12096775k#foaf:Person	http://www.idref.fr/029315468	http://www.idref.fr/178168777
M. Józef Bohdan Zaleski	Zaleski, Józef Bohdan (1802-1886)	http://data.bnf.fr/ark:/12148/cb12096775k#foaf:Person	http://www.idref.fr/029315468	http://www.idref.fr/178168777
Zaleski	Zaleski, Józef Bohdan (1802-1886)	http://data.bnf.fr/ark:/12148/cb12096775k#foaf:Person	http://www.idref.fr/029315468	http://www.idref.fr/178168777
M Zaleski	Zaleski, Józef Bohdan (1802-1886)	http://data.bnf.fr/ark:/12148/cb12096775k#foaf:Person	http://www.idref.fr/029315468	http://www.idref.fr/178168777
Giorgio D'Acandia	Zanotti Bianco, Umberto (1889-1963)	http://data.bnf.fr/ark:/12148/cb11989166w#foaf:Person	http://www.idref.fr/027961249
U Zanotti Bianco	Zanotti Bianco, Umberto (1889-1963)	http://data.bnf.fr/ark:/12148/cb11989166w#foaf:Person	http://www.idref.fr/027961249
Zanotti Bianco	Zanotti Bianco, Umberto (1889-1963)	http://data.bnf.fr/ark:/12148/cb11989166w#foaf:Person	http://www.idref.fr/027961249
Umberto Zanotti Bianco	Zanotti Bianco, Umberto (1889-1963)	http://data.bnf.fr/ark:/12148/cb11989166w#foaf:Person	http://www.idref.fr/027961249
M. Zanotti Bianco	Zanotti Bianco, Umberto (1889-1963)	http://data.bnf.fr/ark:/12148/cb11989166w#foaf:Person	http://www.idref.fr/027961249
M Zanotti Bianco	Zanotti Bianco, Umberto (1889-1963)	http://data.bnf.fr/ark:/12148/cb11989166w#foaf:Person	http://www.idref.fr/027961249
M Umberto Zanotti Bianco	Zanotti Bianco, Umberto (1889-1963)	http://data.bnf.fr/ark:/12148/cb11989166w#foaf:Person	http://www.idref.fr/027961249
M. Umberto Zanotti Bianco	Zanotti Bianco, Umberto (1889-1963)	http://data.bnf.fr/ark:/12148/cb11989166w#foaf:Person	http://www.idref.fr/027961249
U. Zanotti Bianco	Zanotti Bianco, Umberto (1889-1963)	http://data.bnf.fr/ark:/12148/cb11989166w#foaf:Person	http://www.idref.fr/027961249
Umberto Zanotti- Bianco	Zanotti Bianco, Umberto (1889-1963)	http://data.bnf.fr/ark:/12148/cb11989166w#foaf:Person	http://www.idref.fr/027961249
Ladislav Zejdlic z Śenfeldu	Zejdlic de Schönfeld, Ladislav (1566-1632)	http://data.bnf.fr/ark:/12148/cb13320725s#foaf:Person
Ladislav Zejdlic de Schönfeld	Zejdlic de Schönfeld, Ladislav (1566-1632)	http://data.bnf.fr/ark:/12148/cb13320725s#foaf:Person
M Ladislav Zejdlic de Schönfeld	Zejdlic de Schönfeld, Ladislav (1566-1632)	http://data.bnf.fr/ark:/12148/cb13320725s#foaf:Person
L. Zejdlic de Schönfeld	Zejdlic de Schönfeld, Ladislav (1566-1632)	http://data.bnf.fr/ark:/12148/cb13320725s#foaf:Person
Zejdlic de Schönfeld	Zejdlic de Schönfeld, Ladislav (1566-1632)	http://data.bnf.fr/ark:/12148/cb13320725s#foaf:Person
M. Zejdlic de Schönfeld	Zejdlic de Schönfeld, Ladislav (1566-1632)	http://data.bnf.fr/ark:/12148/cb13320725s#foaf:Person
L Zejdlic de Schönfeld	Zejdlic de Schönfeld, Ladislav (1566-1632)	http://data.bnf.fr/ark:/12148/cb13320725s#foaf:Person
M. Ladislav Zejdlic de Schönfeld	Zejdlic de Schönfeld, Ladislav (1566-1632)	http://data.bnf.fr/ark:/12148/cb13320725s#foaf:Person
M Zejdlic de Schönfeld	Zejdlic de Schönfeld, Ladislav (1566-1632)	http://data.bnf.fr/ark:/12148/cb13320725s#foaf:Person
Ladislav Zejdlic	Zejdlic de Schönfeld, Ladislav (1566-1632)	http://data.bnf.fr/ark:/12148/cb13320725s#foaf:Person
V. C. Zier	Zier, Victor Casimir (1822--)	http://data.bnf.fr/ark:/12148/cb14959439m#foaf:Person
Zier	Zier, Victor Casimir (1822--)	http://data.bnf.fr/ark:/12148/cb14959439m#foaf:Person
M. Zier	Zier, Victor Casimir (1822--)	http://data.bnf.fr/ark:/12148/cb14959439m#foaf:Person
M Victor Casimir Zier	Zier, Victor Casimir (1822--)	http://data.bnf.fr/ark:/12148/cb14959439m#foaf:Person
M. Victor Casimir Zier	Zier, Victor Casimir (1822--)	http://data.bnf.fr/ark:/12148/cb14959439m#foaf:Person
M Zier	Zier, Victor Casimir (1822--)	http://data.bnf.fr/ark:/12148/cb14959439m#foaf:Person
V C Zier	Zier, Victor Casimir (1822--)	http://data.bnf.fr/ark:/12148/cb14959439m#foaf:Person
Victor Casimir Zier	Zier, Victor Casimir (1822--)	http://data.bnf.fr/ark:/12148/cb14959439m#foaf:Person
M. Zyra	Zyra, Thomas (1707-1782)	http://data.bnf.fr/ark:/12148/cb14498038w#foaf:Person
M. Thomas Zyra	Zyra, Thomas (1707-1782)	http://data.bnf.fr/ark:/12148/cb14498038w#foaf:Person
M Zyra	Zyra, Thomas (1707-1782)	http://data.bnf.fr/ark:/12148/cb14498038w#foaf:Person
Zyra	Zyra, Thomas (1707-1782)	http://data.bnf.fr/ark:/12148/cb14498038w#foaf:Person
M Thomas Zyra	Zyra, Thomas (1707-1782)	http://data.bnf.fr/ark:/12148/cb14498038w#foaf:Person
T. Zyra	Zyra, Thomas (1707-1782)	http://data.bnf.fr/ark:/12148/cb14498038w#foaf:Person
Thomas Zyra	Zyra, Thomas (1707-1782)	http://data.bnf.fr/ark:/12148/cb14498038w#foaf:Person
T Zyra	Zyra, Thomas (1707-1782)	http://data.bnf.fr/ark:/12148/cb14498038w#foaf:Person
M Zimmermann	Zimmermann, Jean Paul (1889-1952)	http://data.bnf.fr/ark:/12148/cb13496015m#foaf:Person
Jean Paul Zimmermann	Zimmermann, Jean Paul (1889-1952)	http://data.bnf.fr/ark:/12148/cb13496015m#foaf:Person
J P Zimmermann	Zimmermann, Jean Paul (1889-1952)	http://data.bnf.fr/ark:/12148/cb13496015m#foaf:Person
J. P. Zimmermann	Zimmermann, Jean Paul (1889-1952)	http://data.bnf.fr/ark:/12148/cb13496015m#foaf:Person
M. Zimmermann	Zimmermann, Jean Paul (1889-1952)	http://data.bnf.fr/ark:/12148/cb13496015m#foaf:Person
M Jean Paul Zimmermann	Zimmermann, Jean Paul (1889-1952)	http://data.bnf.fr/ark:/12148/cb13496015m#foaf:Person
M. Jean Paul Zimmermann	Zimmermann, Jean Paul (1889-1952)	http://data.bnf.fr/ark:/12148/cb13496015m#foaf:Person
Zimmermann	Zimmermann, Jean Paul (1889-1952)	http://data.bnf.fr/ark:/12148/cb13496015m#foaf:Person
Gaetano Zancon	Zancon, Gaetano (1771-1816)	http://data.bnf.fr/ark:/12148/cb14956534f#foaf:Person
G. Zancon	Zancon, Gaetano (1771-1816)	http://data.bnf.fr/ark:/12148/cb14956534f#foaf:Person
Zancon	Zancon, Gaetano (1771-1816)	http://data.bnf.fr/ark:/12148/cb14956534f#foaf:Person
M Gaetano Zancon	Zancon, Gaetano (1771-1816)	http://data.bnf.fr/ark:/12148/cb14956534f#foaf:Person
M. Zancon	Zancon, Gaetano (1771-1816)	http://data.bnf.fr/ark:/12148/cb14956534f#foaf:Person
G Zancon	Zancon, Gaetano (1771-1816)	http://data.bnf.fr/ark:/12148/cb14956534f#foaf:Person
M Zancon	Zancon, Gaetano (1771-1816)	http://data.bnf.fr/ark:/12148/cb14956534f#foaf:Person
M. Gaetano Zancon	Zancon, Gaetano (1771-1816)	http://data.bnf.fr/ark:/12148/cb14956534f#foaf:Person
Chou Teh	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
De Zhu	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
D. Zhu	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
M De Zhu	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
M. Zhu	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
D Zhu	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
Zhu	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
M Zhu	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
M. De Zhu	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
Chou Tö	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
De Chzhu	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
Te Chu	Zhu, De (1886-1976)	http://data.bnf.fr/ark:/12148/cb12210864f#foaf:Person	http://dbpedia.org/resource/Zhu_De	http://www.idref.fr/03075643X
